@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=model_opticsfile.1_Qx0.278_Qy0.31_beam2/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis2/hole_in_one_dir/Beam2@Turn@2015_04_09@04_18_33_348.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis2/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.278_Qy0.31_beam2/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis2"
@ Date %s "29. April 2021, 10:30:56"
@ Q1 %le 0.27792716514059695
@ MUX %le 63.27792716514055
@ Q2 %le 0.3099481664109995
@ MUY %le 0.0
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis2/hole_in_one_dir/Beam2@Turn@2015_04_09@04_18_33_348.sdds.linx"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEX               STDPHX               PHXMDL               MUXMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
          "BPM.9R1.B2"        "BPM.10R1.B2"          3535.013605          3575.476615                    1      0.1748812100001                    0          0.176617719           8.39684809
         "BPM.10R1.B2"        "BPM.11R1.B2"          3575.476615          3628.257326                    1      0.1090100481148                    0          0.107622321          8.573465809
         "BPM.11R1.B2"        "BPM.12R1.B2"          3628.257326          3682.980842                    1      0.1481392068024                    0          0.136825963           8.68108813
         "BPM.12R1.B2"        "BPM.13R1.B2"          3682.980842          3736.429358                    1      0.1184002050702                    0          0.113830409          8.817914093
         "BPM.13R1.B2"        "BPM.15R1.B2"          3736.429358           3843.32639                    1      0.2595761396593                    0          0.249321889          8.931744502
         "BPM.15R1.B2"        "BPM.16R1.B2"           3843.32639          3896.774906                    1       0.139361088327                    0          0.135569107          9.181066391
         "BPM.16R1.B2"        "BPM.17R1.B2"          3896.774906          3950.223421                    1         0.1197239293                    0          0.114066156          9.316635498
         "BPM.17R1.B2"        "BPM.18R1.B2"          3950.223421          4003.671937                    1      0.1445792243113                    0          0.136151554          9.430701654
         "BPM.18R1.B2"        "BPM.19R1.B2"          4003.671937          4057.120453                    1       0.115003933011                    0          0.113180566          9.566853208
         "BPM.19R1.B2"        "BPM.21R1.B2"          4057.120453          4164.017485                    1      0.2601014713964                    0          0.249625299          9.680033774
         "BPM.21R1.B2"        "BPM.22R1.B2"          4164.017485          4217.466001                    1      0.1447401899972                    0          0.136158217          9.929659073
         "BPM.22R1.B2"        "BPM.23R1.B2"          4217.466001          4270.914517                    1      0.1203011412669                    0           0.11364905          10.06581729
         "BPM.23R1.B2"        "BPM.25R1.B2"          4270.914517          4377.811549                    1      0.2665409699918                    0           0.25015668          10.17946634
         "BPM.25R1.B2"        "BPM.26R1.B2"          4377.811549          4431.260065                    1       0.145338006508                    0           0.13615824          10.42962302
         "BPM.26R1.B2"        "BPM.27R1.B2"          4431.260065           4484.70858                    1      0.1202269164601                    0           0.11364906          10.56578126
         "BPM.27R1.B2"        "BPM.28R1.B2"           4484.70858          4538.157096                    1      0.1458343361798                    0           0.13613719          10.67943032
         "BPM.28R1.B2"        "BPM.29R1.B2"          4538.157096          4591.605612                    1      0.1193601097383                    0           0.11401941          10.81556751
         "BPM.29R1.B2"        "BPM.30R1.B2"          4591.605612          4645.054128                    1      0.1446765707147                    0           0.13615836          10.92958692
         "BPM.30R1.B2"        "BPM.31R1.B2"          4645.054128          4698.502644                    1       0.119357144417                    0           0.11364904          11.06574528
         "BPM.31R1.B2"        "BPM.32R1.B2"          4698.502644           4751.95116                    1      0.1467122335333                    0           0.13613708          11.17939432
         "BPM.32R1.B2"        "BPM.33R1.B2"           4751.95116          4805.399676                    1      0.1202310502249                    0            0.1140194           11.3155314
         "BPM.33R1.B2"        "BPM.34R1.B2"          4805.399676          4858.848192                    1      0.1447086850956                    0           0.13615845           11.4295508
         "BPM.34R1.B2"        "BPM.33L2.B2"          4858.848192          4912.296708                    1      0.1197012029478                    0           0.11364906          11.56570925
         "BPM.33L2.B2"        "BPM.32L2.B2"          4912.296708          4965.745224                    1      0.1452448395689                    0             0.136137          11.67935831
         "BPM.32L2.B2"        "BPM.28L2.B2"          4965.745224          5179.539287                    1      0.5318970045853                    0           0.49996391          11.81549531
         "BPM.28L2.B2"        "BPM.26L2.B2"          5179.539287          5286.436319                    1      0.2696728120125                    0           0.25017801          12.31545922
         "BPM.26L2.B2"        "BPM.24L2.B2"          5286.436319          5393.333351                    1      0.2638293477068                    0           0.24978588          12.56563723
         "BPM.24L2.B2"        "BPM.22L2.B2"          5393.333351          5500.230383                    1      0.2667798788421                    0           0.25017814          12.81542311
         "BPM.22L2.B2"        "BPM.18L2.B2"          5500.230383          5714.024446                    1      0.5202028827827                    0            0.4989641          13.06560125
         "BPM.18L2.B2"        "BPM.17L2.B2"          5714.024446          5767.472962                    1      0.1205350994934                    0           0.11364531          13.56456535
         "BPM.17L2.B2"        "BPM.16L2.B2"          5767.472962          5820.921478                    1      0.1449539837768                    0           0.13618962          13.67821066
         "BPM.16L2.B2"        "BPM.15L2.B2"          5820.921478          5874.369994                    1      0.1133427969039                    0           0.11360008          13.81440028
         "BPM.15L2.B2"        "BPM.14L2.B2"          5874.369994           5927.81851                    1      0.1397723812867                    0           0.13552914          13.92800036
         "BPM.14L2.B2"        "BPM.13L2.B2"           5927.81851          5981.267026                    1      0.1201294516887                    0           0.11364157           14.0635295
         "BPM.13L2.B2"        "BPM.12L2.B2"          5981.267026          6034.715542                    1       0.146797655272                    0           0.14077606          14.17717107
         "BPM.12L2.B2"        "BPM.11L2.B2"          6034.715542          6088.164058                    1      0.1017257947476                    0           0.10206029          14.31794713
         "BPM.11L2.B2"        "BPM.10L2.B2"          6088.164058          6140.002768                    1      0.1173105250769                    0           0.11120884          14.42000742
         "BPM.10L2.B2"         "BPM.8L2.B2"          6140.002768          6219.530789                    1       0.344259636755                    0           0.34276981          14.53121626
          "BPM.8L2.B2"       "BPMYB.4L2.B2"          6219.530789            6383.4718                    1      0.2781416362476                    0           0.28322457          14.87398607
        "BPMYB.4L2.B2"       "BPMSW.1L2.B2"            6383.4718            6505.9418                    1      0.3271899311364                    0           0.32260921          15.15721064
        "BPMSW.1L2.B2"         "BPM.9R2.B2"            6505.9418          6867.812779                    1      0.1471042428498                    0           0.13949444          15.47981985
          "BPM.9R2.B2"        "BPM.10R2.B2"          6867.812779          6908.277768                    1     0.09177254387355                    0           0.11893255          16.61931429
         "BPM.10R2.B2"        "BPM.11R2.B2"          6908.277768          6960.118458                    1      0.1294159717187                    0           0.14644109          16.73824684
         "BPM.11R2.B2"        "BPM.12R2.B2"          6960.118458          7014.844942                    1       0.141566553686                    0           0.10744718          16.88468793
         "BPM.12R2.B2"        "BPM.13R2.B2"          7014.844942          7068.296426                    1      0.1448610854244                    0           0.12745717          16.99213511
         "BPM.13R2.B2"        "BPM.17R2.B2"          7068.296426          7282.102362                    1      0.5273068455443                    0           0.51004844          17.11959228
         "BPM.17R2.B2"        "BPM.21R2.B2"          7282.102362          7495.908299                    1      0.5286082158566                    0           0.51002703          17.62964072
         "BPM.21R2.B2"        "BPM.25R2.B2"          7495.908299          7709.714235                    1      0.5217155292314                    0           0.50560582          18.13966775
         "BPM.25R2.B2"        "BPM.32R2.B2"          7709.714235          8083.874624                    1      0.9130547173612                    0           0.87358558          18.64527357
         "BPM.32R2.B2"        "BPM.33R2.B2"          8083.874624          8137.326108                    1      0.1304716110361                    0           0.13762637          19.51885915
         "BPM.33R2.B2"        "BPM.34R2.B2"          8137.326108          8190.777592                    1      0.1312135348606                    0           0.11512673          19.65648552
         "BPM.34R2.B2"        "BPM.33L3.B2"          8190.777592          8244.229076                    1      0.1522992269423                    0           0.13775218          19.77161225
         "BPM.33L3.B2"        "BPM.32L3.B2"          8244.229076           8297.68056                    1      0.1063526628393                    0           0.11509988          19.90936443
         "BPM.32L3.B2"        "BPM.30L3.B2"           8297.68056          8404.583528                    1      0.2696101476478                    0           0.25275802          20.02446431
         "BPM.30L3.B2"        "BPM.29L3.B2"          8404.583528          8458.035012                    1      0.1468446065593                    0           0.13775094          20.27722233
         "BPM.29L3.B2"        "BPM.28L3.B2"          8458.035012          8511.486496                    1      0.1036891137824                    0            0.1150961          20.41497327
         "BPM.28L3.B2"        "BPM.27L3.B2"          8511.486496           8564.93798                    1      0.1412378907235                    0           0.13762885          20.53006937
         "BPM.27L3.B2"        "BPM.26L3.B2"           8564.93798          8618.389465                    1      0.1366071603582                    0           0.11513429          20.66769822
         "BPM.26L3.B2"        "BPM.25L3.B2"          8618.389465          8671.840949                    1      0.1420461593261                    0           0.13774939          20.78283251
         "BPM.25L3.B2"        "BPM.24L3.B2"          8671.840949          8725.292433                    1      0.1041980207926                    0           0.11509241           20.9205819
         "BPM.24L3.B2"        "BPM.23L3.B2"          8725.292433          8778.743917                    1      0.1449045288248                    0           0.13763057          21.03567431
         "BPM.23L3.B2"        "BPM.22L3.B2"          8778.743917          8832.195401                    1      0.1369610107977                    0           0.11513793          21.17330488
         "BPM.22L3.B2"        "BPM.21L3.B2"          8832.195401          8885.646885                    1      0.1367687663986                    0           0.13774754          21.28844281
         "BPM.21L3.B2"        "BPM.20L3.B2"          8885.646885          8939.098369                    1      0.1064423996832                    0           0.11762642          21.42619035
         "BPM.20L3.B2"        "BPM.19L3.B2"          8939.098369          8992.549853                    1      0.1595893530412                    0           0.14005573          21.54381677
         "BPM.19L3.B2"        "BPM.18L3.B2"          8992.549853          9046.001337                    1      0.1325484249006                    0           0.11436685           21.6838725
         "BPM.18L3.B2"        "BPM.17L3.B2"          9046.001337          9099.452821                    1      0.1309779228805                    0           0.13797904          21.79823935
         "BPM.17L3.B2"        "BPM.16L3.B2"          9099.452821          9152.904306                    1      0.1109225801479                    0           0.11774208          21.93621839
         "BPM.16L3.B2"        "BPM.15L3.B2"          9152.904306           9206.35579                    1       0.162220794545                    0           0.13981014          22.05396047
         "BPM.15L3.B2"        "BPM.14L3.B2"           9206.35579          9259.807274                    1      0.1257488458795                    0           0.11426948          22.19377061
         "BPM.14L3.B2"        "BPM.13L3.B2"          9259.807274          9313.258758                    1      0.1284000118493                    0           0.13822706          22.30804009
         "BPM.13L3.B2"        "BPM.12L3.B2"          9313.258758          9366.710242                    1     0.09442924997708                    0           0.09826013          22.44626715
         "BPM.12L3.B2"        "BPM.11L3.B2"          9366.710242          9420.161726                    1      0.1212158721296                    0           0.11115531          22.54452728
         "BPM.11L3.B2"        "BPM.10L3.B2"          9420.161726          9472.944415                    1     0.09576720818772                    0           0.08464948          22.65568259
         "BPM.10L3.B2"         "BPM.9L3.B2"          9472.944415          9512.011405                    1     0.08131829618675                    0           0.07990694          22.74033207
          "BPM.9L3.B2"         "BPM.8L3.B2"          9512.011405          9552.476394                    1     0.08078261803564                    0           0.09062468          22.82023901
          "BPM.8L3.B2"         "BPM.7L3.B2"          9552.476394          9591.542384                    1      0.1099470630471                    0           0.12221223          22.91086369
          "BPM.7L3.B2"        "BPMR.6L3.B2"          9591.542384          9664.181384                    1      0.2561674107377                    0            0.2352598          23.03307592
         "BPMR.6L3.B2"      "BPMWJ.A5L3.B2"          9664.181384          9705.809884                    1     0.05160182262139                    0           0.05114946          23.26833572
       "BPMWJ.A5L3.B2"        "BPMW.5L3.B2"          9705.809884          9734.779884                    1     0.01198938777727                    0           0.01276033          23.31948518
         "BPMW.5L3.B2"       "BPMWE.4L3.B2"          9734.779884          9809.907884                    1      0.1246810556435                    0           0.12941302          23.33224551
        "BPMWE.4L3.B2"        "BPMW.4L3.B2"          9809.907884          9837.452884                    1      0.1523218872617                    0           0.14755883          23.46165853
         "BPMW.4L3.B2"        "BPMW.4R3.B2"          9837.452884          9882.417884                    1     0.07141831755684                    0           0.07021675          23.60921736
         "BPMW.4R3.B2"       "BPMWE.4R3.B2"          9882.417884          9909.962884                    1     0.01565010341763                    0           0.01522262          23.67943411
        "BPMWE.4R3.B2"        "BPMW.5R3.B2"          9909.962884          9985.090884                    1       0.107464937576                    0           0.10347983          23.69465673
         "BPMW.5R3.B2"      "BPMWE.A5R3.B2"          9985.090884          10013.80888                    1     0.08295945664391                    0           0.08275305          23.79813656
       "BPMWE.A5R3.B2"       "BPMWC.6R3.B2"          10013.80888          10053.62688                    1     0.05429604011556                    0           0.05592719          23.88088961
        "BPMWC.6R3.B2"         "BPM.6R3.B2"          10053.62688          10065.78138                    1    0.008657676359907                    0    0.009051290000002           23.9368168
          "BPM.6R3.B2"       "BPM_A.7R3.B2"          10065.78138          10121.60538                    1      0.0853883473176                    0           0.08687925          23.94586809
        "BPM_A.7R3.B2"         "BPM.8R3.B2"          10121.60538          10160.67137                    1     0.06865534369306                    0            0.0702506          24.03274734
          "BPM.8R3.B2"         "BPM.9R3.B2"          10160.67137          10199.73836                    1     0.05713247384205                    0           0.05906938          24.10299794
          "BPM.9R3.B2"        "BPM.10R3.B2"          10199.73836          10240.20335                    1     0.07610276854114                    0           0.07397509          24.16206732
         "BPM.10R3.B2"        "BPM.11R3.B2"          10240.20335          10292.98604                    1      0.1401107661941                    0           0.12599974          24.23604241
         "BPM.11R3.B2"        "BPM.12R3.B2"          10292.98604          10347.71253                    1      0.1631534640513                    0            0.1618091          24.36204215
         "BPM.12R3.B2"        "BPM.13R3.B2"          10347.71253          10401.16401                    1      0.1127631712535                    0           0.11509193          24.52385125
         "BPM.13R3.B2"        "BPM.14R3.B2"          10401.16401          10454.61549                    1      0.1491202858397                    0           0.13733116          24.63894318
         "BPM.14R3.B2"        "BPM.15R3.B2"          10454.61549          10508.06698                    1      0.1283324858735                    0           0.11720439          24.77627434
         "BPM.15R3.B2"        "BPM.16R3.B2"          10508.06698          10561.51846                    1      0.1403222233026                    0           0.14051581          24.89347873
         "BPM.16R3.B2"        "BPM.17R3.B2"          10561.51846          10614.96995                    1      0.1160720886282                    0           0.11474981          25.03399454
         "BPM.17R3.B2"        "BPM.18R3.B2"          10614.96995          10668.42143                    1      0.1512041459718                    0           0.13750507          25.14874435
         "BPM.18R3.B2"        "BPM.19R3.B2"          10668.42143          10721.87291                    1      0.1258465585614                    0           0.11737114          25.28624942
         "BPM.19R3.B2"        "BPM.20R3.B2"          10721.87291           10775.3244                    1      0.1387975728395                    0           0.14032411          25.40362056
         "BPM.20R3.B2"        "BPM.21R3.B2"           10775.3244          10828.77588                    1      0.1165890193917                    0           0.11459914          25.54394467
         "BPM.21R3.B2"        "BPM.22R3.B2"          10828.77588          10882.22737                    1       0.152226537254                    0           0.13770205          25.65854381
         "BPM.22R3.B2"        "BPM.24R3.B2"          10882.22737          10989.13033                    1      0.2526553161794                    0           0.25266189          25.79624586
         "BPM.24R3.B2"        "BPM.25R3.B2"          10989.13033          11042.58182                    1      0.1206366749136                    0           0.11524858          26.04890775
         "BPM.25R3.B2"        "BPM.27R3.B2"          11042.58182          11149.48479                    1      0.2674875007536                    0           0.25267197          26.16415633
         "BPM.27R3.B2"        "BPM.28R3.B2"          11149.48479          11202.93627                    1      0.1358298542135                    0            0.1376924           26.4168283
         "BPM.28R3.B2"        "BPM.29R3.B2"          11202.93627          11256.38775                    1      0.1217678858541                    0           0.11524856           26.5545207
         "BPM.29R3.B2"        "BPM.30R3.B2"          11256.38775          11309.83924                    1      0.1505516344693                    0           0.13768105          26.66976926
         "BPM.30R3.B2"        "BPM.31R3.B2"          11309.83924          11363.29072                    1      0.1150136748201                    0           0.11498038          26.80745031
         "BPM.31R3.B2"        "BPM.32R3.B2"          11363.29072          11416.74221                    1       0.135425987955                    0           0.13770328          26.92243069
         "BPM.32R3.B2"        "BPM.33R3.B2"          11416.74221          11470.19369                    1       0.126182565472                    0           0.11524789          27.06013397
         "BPM.33R3.B2"        "BPM.34R3.B2"          11470.19369          11523.64518                    1      0.1525234838147                    0           0.13767024          27.17538186
         "BPM.34R3.B2"        "BPM.33L4.B2"          11523.64518          11577.09666                    1      0.1086003451843                    0           0.11498137           27.3130521
         "BPM.33L4.B2"        "BPM.32L4.B2"          11577.09666          11630.54814                    1      0.1344443108281                    0           0.13771407          27.42803347
         "BPM.32L4.B2"        "BPM.20L4.B2"          11630.54814          12271.96595                    1      0.5744394336924                    0           0.51605749          27.56574754
         "BPM.20L4.B2"        "BPM.16L4.B2"          12271.96595          12485.77189                    1      0.5364655754587                    0           0.50995184          29.08180503
         "BPM.16L4.B2"        "BPM.15L4.B2"          12485.77189          12539.22337                    1      0.1347824783185                    0           0.11735715          29.59175687
         "BPM.15L4.B2"        "BPM.14L4.B2"          12539.22337          12592.67486                    1      0.1339035695045                    0           0.14070815          29.70911402
         "BPM.14L4.B2"        "BPM.13L4.B2"          12592.67486          12646.12634                    1       0.109745550336                    0           0.11458614          29.84982217
         "BPM.13L4.B2"        "BPM.12L4.B2"          12646.12634          12699.57783                    1      0.1576259237426                    0           0.13934792          29.96440831
         "BPM.12L4.B2"        "BPM.10L4.B2"          12699.57783             12804.87                    1      0.2444817429186                    0           0.26078128          30.10375623
         "BPM.10L4.B2"         "BPM.8L4.B2"             12804.87          12884.40198                    1      0.3295215288026                    0           0.30965417          30.36453751
          "BPM.8L4.B2"       "BPMYA.6L4.B2"          12884.40198          13020.07197                    1      0.1466568309218                    0           0.33868879          30.67419168
        "BPMYA.6L4.B2"      "BPMWA.B5L4.B2"          13020.07197          13159.46247                    1     0.09003252316389                    0           0.10370395          31.01288047
       "BPMWA.B5L4.B2"      "BPMWA.A5R4.B2"          13159.46247          13216.39647                    1     0.03788537950982                    0           0.03989839          31.11658442
       "BPMWA.A5R4.B2"      "BPMWA.B5R4.B2"          13216.39647          13225.28147                    1    0.005621364782044                    0           0.00535898          31.15648281
       "BPMWA.B5R4.B2"      "BPMWI.A5R4.B2"          13225.28147          13251.14547                    1     0.01375341699547                    0           0.01428825          31.16184179
       "BPMWI.A5R4.B2"       "BPMYA.5R4.B2"          13251.14547          13327.74797                    1     0.03554388163265                    0            0.0324456          31.17613004
        "BPMYA.5R4.B2"       "BPMYB.6R4.B2"          13327.74797          13359.31197                    1     0.02148704860042                    0           0.02010439          31.20857564
        "BPMYB.6R4.B2"         "BPM.7R4.B2"          13359.31197          13455.82797                    1      0.1057137854508                    0            0.1196992          31.22868003
          "BPM.7R4.B2"         "BPM.8R4.B2"          13455.82797          13493.61896                    1      0.1085100811082                    0           0.09883946          31.34837923
          "BPM.8R4.B2"         "BPM.9R4.B2"          13493.61896          13532.68595                    1      0.2126777614085                    0           0.16459225          31.44721869
          "BPM.9R4.B2"        "BPM.11R4.B2"          13532.68595          13624.99162                    1      0.2700810580277                    0           0.26013154          31.61181094
         "BPM.11R4.B2"        "BPM.12R4.B2"          13624.99162          13679.71811                    1      0.1085731511007                    0           0.11336278          31.87194248
         "BPM.12R4.B2"        "BPM.13R4.B2"          13679.71811          13733.16959                    1      0.1410044967315                    0           0.13143946          31.98530526
         "BPM.13R4.B2"        "BPM.14R4.B2"          13733.16959          13786.62108                    1      0.1365430631187                    0           0.11385618          32.11674472
         "BPM.14R4.B2"        "BPM.15R4.B2"          13786.62108          13840.07256                    1      0.1469798707336                    0           0.13629166           32.2306009
         "BPM.15R4.B2"        "BPM.16R4.B2"          13840.07256          13893.52405                    1      0.1071462532988                    0           0.11340489          32.36689256
         "BPM.16R4.B2"        "BPM.17R4.B2"          13893.52405          13946.97553                    1      0.1473948811704                    0           0.13544618          32.48029745
         "BPM.17R4.B2"        "BPM.18R4.B2"          13946.97553          14000.42701                    1      0.1352048202193                    0           0.11385168          32.61574363
         "BPM.18R4.B2"        "BPM.19R4.B2"          14000.42701           14053.8785                    1       0.137784099563                    0           0.13629491          32.72959531
