@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=model_opticsfile.1_Qx0.278_Qy0.31_beam2/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis2/hole_in_one_dir/Beam2@Turn@2015_04_09@04_18_33_348.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis2/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.278_Qy0.31_beam2/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis2"
@ Date %s "29. April 2021, 10:30:56"
@ Q1 %le 0.2679271851406006
@ MUX %le 0.0
@ Q2 %le 0.319948196411
@ MUY %le 0.0
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis2/hole_in_one_dir/Beam2@Turn@2015_04_09@04_18_33_348.sdds.liny"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEY               STDPHY               PHYMDL               MUYMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPMR.6L1.B2"       "BPMYA.4L1.B2"          2970.007584          3023.025584                    1       0.063591488842                    0          0.065402927          6.943233666
        "BPMYA.4L1.B2"       "BPMSY.4L1.B2"          3023.025584          3136.938084                    1       0.160822386287                    0          0.136379393          7.008636593
        "BPMSY.4L1.B2"       "BPMSW.1R1.B2"          3136.938084          3216.816584                    1       0.371720213036                    0          0.400436035          7.145015986
        "BPMSW.1R1.B2"        "BPMS.2R1.B2"          3216.816584          3226.781584                    1       0.031362649061                    0          0.024936065          7.545452021
         "BPMS.2R1.B2"       "BPMYA.4R1.B2"          3226.781584          3367.479584                    1      0.2465340236116                    0          0.208480999          7.570388086
        "BPMYA.4R1.B2"        "BPMR.5R1.B2"          3367.479584          3394.887584                    1     0.02440445969609                    0          0.030528943          7.778869085
         "BPMR.5R1.B2"       "BPMRA.7R1.B2"          3394.887584          3454.511584                    1      0.0752015539063                    0          0.073607384          7.809398028
        "BPMRA.7R1.B2"         "BPM.8R1.B2"          3454.511584          3495.948594                    1       0.131522767261                    0          0.127690272          7.883005412
          "BPM.8R1.B2"         "BPM.9R1.B2"          3495.948594          3535.013605                    1       0.170824565901                    0          0.226069275          8.010695684
          "BPM.9R1.B2"        "BPM.10R1.B2"          3535.013605          3575.476615                    1       0.101025452242                    0          0.093057758          8.236764959
         "BPM.10R1.B2"        "BPM.11R1.B2"          3575.476615          3628.257326                    1       0.150902243433                    0          0.149898939          8.329822717
         "BPM.11R1.B2"        "BPM.12R1.B2"          3628.257326          3682.980842                    1       0.636277022864                    0          0.117774549          8.479721656
         "BPM.12R1.B2"        "BPM.13R1.B2"          3682.980842          3736.429358                    1      0.6608634735434                    0          0.129507854          8.597496205
         "BPM.13R1.B2"        "BPM.14R1.B2"          3736.429358          3789.877874                    1       0.091842838561                    0          0.112673509          8.727004059
         "BPM.14R1.B2"        "BPM.15R1.B2"          3789.877874           3843.32639                    1      0.1101091006666                    0          0.144546688          8.839677568
         "BPM.15R1.B2"        "BPM.16R1.B2"           3843.32639          3896.774906                    1       0.133514645201                    0          0.114513933          8.984224256
         "BPM.16R1.B2"        "BPM.17R1.B2"          3896.774906          3950.223421                    1       0.162186860899                    0          0.127939402          9.098738189
         "BPM.17R1.B2"        "BPM.18R1.B2"          3950.223421          4003.671937                    1       0.092121815248                    0          0.112642714          9.226677591
         "BPM.18R1.B2"        "BPM.19R1.B2"          4003.671937          4057.120453                    1       0.108478950828                    0          0.144541576          9.339320305
         "BPM.19R1.B2"        "BPM.20R1.B2"          4057.120453          4110.568969                    1       0.133105055476                    0          0.114545523          9.483861881
         "BPM.20R1.B2"        "BPM.21R1.B2"          4110.568969          4164.017485                    1      0.1643052999819                    0          0.127943742          9.598407404
         "BPM.21R1.B2"        "BPM.22R1.B2"          4164.017485          4217.466001                    1        0.09235894573                    0          0.112612006          9.726351146
         "BPM.22R1.B2"        "BPM.23R1.B2"          4217.466001          4270.914517                    1      0.1071067151841                    0           0.14441826          9.838963152
         "BPM.23R1.B2"        "BPM.24R1.B2"          4270.914517          4324.363033                    1       0.122305589873                    0          0.114708108          9.983381412
         "BPM.24R1.B2"        "BPM.25R1.B2"          4324.363033          4377.811549                    1       0.159923330075                    0           0.12822741          10.09808952
         "BPM.25R1.B2"        "BPM.26R1.B2"          4377.811549          4431.260065                    1       0.096319310098                    0           0.11260888          10.22631693
         "BPM.26R1.B2"        "BPM.27R1.B2"          4431.260065           4484.70858                    1       0.103865119049                    0           0.14441765          10.33892581
         "BPM.27R1.B2"        "BPM.28R1.B2"           4484.70858          4538.157096                    1       0.117101998743                    0           0.11471135          10.48334346
         "BPM.28R1.B2"        "BPM.29R1.B2"          4538.157096          4591.605612                    1      0.1640954559983                    0           0.12822792          10.59805481
         "BPM.29R1.B2"        "BPM.30R1.B2"          4591.605612          4645.054128                    1      0.1010018629518                    0           0.11260575          10.72628273
         "BPM.30R1.B2"        "BPM.31R1.B2"          4645.054128          4698.502644                    1      0.1031422523879                    0           0.14441706          10.83888848
         "BPM.31R1.B2"        "BPM.32R1.B2"          4698.502644           4751.95116                    1       0.110341159904                    0           0.11471457          10.98330554
         "BPM.32R1.B2"        "BPM.33R1.B2"           4751.95116          4805.399676                    1       0.163727818342                    0           0.12822841          11.09802011
         "BPM.33R1.B2"        "BPM.34R1.B2"          4805.399676          4858.848192                    1        0.10694694836                    0           0.11260261          11.22624852
         "BPM.34R1.B2"        "BPM.33L2.B2"          4858.848192          4912.296708                    1       0.102191424194                    0           0.14441645          11.33885113
         "BPM.33L2.B2"        "BPM.32L2.B2"          4912.296708          4965.745224                    1       0.103133680978                    0           0.11471782          11.48326758
         "BPM.32L2.B2"        "BPM.26L2.B2"          4965.745224          5286.436319                    1       0.758431006397                    0           0.74079106           11.5979854
         "BPM.26L2.B2"        "BPM.24L2.B2"          5286.436319          5393.333351                    1       0.200570864417                    0           0.25913952          12.33877646
         "BPM.24L2.B2"        "BPM.22L2.B2"          5393.333351          5500.230383                    1      0.2824100417372                    0           0.24082316          12.59791598
         "BPM.22L2.B2"        "BPM.18L2.B2"          5500.230383          5714.024446                    1      0.4962982745178                    0           0.49964285          12.83873914
         "BPM.18L2.B2"        "BPM.16L2.B2"          5714.024446          5820.921478                    1       0.204467562778                    0            0.2589581          13.33838199
         "BPM.16L2.B2"        "BPM.14L2.B2"          5820.921478           5927.81851                    1      0.2931667606324                    0           0.24068497          13.59734009
         "BPM.14L2.B2"        "BPM.13L2.B2"           5927.81851          5981.267026                    1      0.1102722654055                    0           0.14440442          13.83802506
         "BPM.13L2.B2"        "BPM.12L2.B2"          5981.267026          6034.715542                    1      0.0873308264021                    0            0.0988145          13.98242948
         "BPM.12L2.B2"        "BPM.11L2.B2"          6034.715542          6088.164058                    1       0.146323026833                    0           0.10748882          14.08124398
         "BPM.11L2.B2"        "BPM.10L2.B2"          6088.164058          6140.002768                    1       0.127029989557                    0           0.09637115           14.1887328
         "BPM.10L2.B2"         "BPM.8L2.B2"          6140.002768          6219.530789                    1       0.207582516782                    0            0.2603794          14.28510395
          "BPM.8L2.B2"       "BPMYB.4L2.B2"          6219.530789            6383.4718                    1      0.4244415922543                    0           0.39877036          14.54548335
        "BPMYB.4L2.B2"       "BPMSW.1L2.B2"            6383.4718            6505.9418                    1      0.2764175156517                    0           0.27118614          14.94425371
        "BPMSW.1L2.B2"       "BPMWB.4R2.B2"            6505.9418            6647.1343                    1      0.6275231053732                    0            0.6233361          15.21543985
        "BPMWB.4R2.B2"       "BPM_A.7R2.B2"            6647.1343            6787.3068                    1      0.3221122158348                    0           0.31317378          15.83877595
        "BPM_A.7R2.B2"        "BPM.10R2.B2"            6787.3068          6908.277768                    1       0.228086347793                    0           0.18012323          16.15194973
         "BPM.10R2.B2"        "BPM.11R2.B2"          6908.277768          6960.118458                    1       0.097086049987                    0           0.11287068          16.33207296
         "BPM.11R2.B2"        "BPM.12R2.B2"          6960.118458          7014.844942                    1       0.136793159093                    0            0.1427649          16.44494364
         "BPM.12R2.B2"        "BPM.13R2.B2"          7014.844942          7068.296426                    1       0.126602547498                    0           0.10597873          16.58770854
         "BPM.13R2.B2"        "BPM.19R2.B2"          7068.296426           7389.00533                    1       0.713610063016                    0           0.74145479          16.69368727
         "BPM.19R2.B2"        "BPM.32R2.B2"           7389.00533          8083.874624                    1       0.584979613431                    0           1.59769442          17.43514206
         "BPM.32R2.B2"        "BPM.33R2.B2"          8083.874624          8137.326108                    1       0.118990903245                    0           0.10784701          19.03283648
         "BPM.33R2.B2"        "BPM.34R2.B2"          8137.326108          8190.777592                    1       0.148537130012                    0           0.12482328          19.14068349
         "BPM.34R2.B2"        "BPM.33L3.B2"          8190.777592          8244.229076                    1        0.10402156499                    0            0.1131058          19.26550677
         "BPM.33L3.B2"        "BPM.32L3.B2"          8244.229076           8297.68056                    1       0.118558268597                    0           0.13988607          19.37861257
         "BPM.32L3.B2"        "BPM.31L3.B2"           8297.68056          8351.132044                    1       0.116932425959                    0           0.10895839          19.51849864
         "BPM.31L3.B2"        "BPM.30L3.B2"          8351.132044          8404.583528                    1      0.1493474612782                    0           0.12443972          19.62745703
         "BPM.30L3.B2"        "BPM.29L3.B2"          8404.583528          8458.035012                    1      0.1055365260795                    0           0.11189054          19.75189675
         "BPM.29L3.B2"        "BPM.28L3.B2"          8458.035012          8511.486496                    1      0.1184445964893                    0           0.14021264          19.86378729
         "BPM.28L3.B2"        "BPM.27L3.B2"          8511.486496           8564.93798                    1       0.115379881735                    0           0.11014358          20.00399993
         "BPM.27L3.B2"        "BPM.26L3.B2"           8564.93798          8618.389465                    1       0.148818096462                    0           0.12427871          20.11414351
         "BPM.26L3.B2"        "BPM.25L3.B2"          8618.389465          8671.840949                    1       0.106910503439                    0           0.11066043          20.23842222
         "BPM.25L3.B2"        "BPM.24L3.B2"          8671.840949          8725.292433                    1       0.117869227937                    0           0.14027035          20.34908265
         "BPM.24L3.B2"        "BPM.23L3.B2"          8725.292433          8778.743917                    1       0.112575687366                    0            0.1113682            20.489353
         "BPM.23L3.B2"        "BPM.22L3.B2"          8778.743917          8832.195401                    1       0.149468023686                    0           0.12434391           20.6007212
         "BPM.22L3.B2"        "BPM.21L3.B2"          8832.195401          8885.646885                    1      0.1106568548253                    0           0.10945408          20.72506511
         "BPM.21L3.B2"        "BPM.20L3.B2"          8885.646885          8939.098369                    1      0.1172874891847                    0           0.13943577          20.83451919
         "BPM.20L3.B2"        "BPM.19L3.B2"          8939.098369          8992.549853                    1       0.106714310617                    0           0.11523692          20.97395496
         "BPM.19L3.B2"        "BPM.18L3.B2"          8992.549853          9046.001337                    1        0.14393363323                    0           0.12879518          21.08919188
         "BPM.18L3.B2"        "BPM.17L3.B2"          9046.001337          9099.452821                    1        0.11363910685                    0           0.10904067          21.21798706
         "BPM.17L3.B2"        "BPM.16L3.B2"          9099.452821          9152.904306                    1       0.118464323189                    0           0.13908152          21.32702773
         "BPM.16L3.B2"        "BPM.15L3.B2"          9152.904306           9206.35579                    1       0.104354782717                    0           0.11567588          21.46610925
         "BPM.15L3.B2"        "BPM.14L3.B2"           9206.35579          9259.807274                    1       0.145050028696                    0           0.12913212          21.58178513
         "BPM.14L3.B2"        "BPM.13L3.B2"          9259.807274          9313.258758                    1      0.1137766697608                    0           0.10865636          21.71091725
         "BPM.13L3.B2"        "BPM.12L3.B2"          9313.258758          9366.710242                    1      0.1238823923652                    0           0.14432543          21.81957361
         "BPM.12L3.B2"        "BPM.11L3.B2"          9366.710242          9420.161726                    1       0.126877713629                    0           0.11380536          21.96389904
         "BPM.11L3.B2"        "BPM.10L3.B2"          9420.161726          9472.944415                    1       0.171680720761                    0           0.12464593           22.0777044
         "BPM.10L3.B2"         "BPM.9L3.B2"          9472.944415          9512.011405                    1       0.056367626162                    0           0.05661105          22.20235033
          "BPM.9L3.B2"         "BPM.8L3.B2"          9512.011405          9552.476394                    1       0.057115926514                    0           0.06365164          22.25896138
          "BPM.8L3.B2"         "BPM.7L3.B2"          9552.476394          9591.542384                    1       0.046461855225                    0           0.05713505          22.32261302
          "BPM.7L3.B2"        "BPMR.6L3.B2"          9591.542384          9664.181384                    1       0.086895012762                    0           0.10015442          22.37974807
         "BPMR.6L3.B2"      "BPMWJ.A5L3.B2"          9664.181384          9705.809884                    1       0.046507714042                    0           0.04762989          22.47990249
       "BPMWJ.A5L3.B2"        "BPMW.5L3.B2"          9705.809884          9734.779884                    1       0.065526267245                    0           0.06338259          22.52753238
         "BPMW.5L3.B2"        "BPMW.4L3.B2"          9734.779884          9837.452884                    1        0.08568757004                    0           0.08009336          22.59091497
         "BPMW.4L3.B2"        "BPMW.4R3.B2"          9837.452884          9882.417884                    1       0.035814380298                    0           0.03287749          22.67100833
         "BPMW.4R3.B2"       "BPMWE.4R3.B2"          9882.417884          9909.962884                    1      0.0470232815949                    0             0.043287          22.70388582
        "BPMWE.4R3.B2"        "BPMW.5R3.B2"          9909.962884          9985.090884                    1      0.0754054644645                    0           0.07266511          22.74717282
         "BPMW.5R3.B2"      "BPMWE.A5R3.B2"          9985.090884          10013.80888                    1     0.01517302265888                    0           0.01585893          22.81983793
       "BPMWE.A5R3.B2"       "BPMWC.6R3.B2"          10013.80888          10053.62688                    1     0.04289137552452                    0           0.04490052          22.83569686
        "BPMWC.6R3.B2"         "BPM.6R3.B2"          10053.62688          10065.78138                    1      0.0267297037626                    0           0.02795936          22.88059738
          "BPM.6R3.B2"       "BPM_A.7R3.B2"          10065.78138          10121.60538                    1      0.0891979174586                    0           0.09502222          22.90855674
        "BPM_A.7R3.B2"         "BPM.8R3.B2"          10121.60538          10160.67137                    1       0.167525372378                    0            0.1321219          23.00357896
          "BPM.8R3.B2"         "BPM.9R3.B2"          10160.67137          10199.73836                    1       0.215691615151                    0           0.21047985          23.13570086
          "BPM.9R3.B2"        "BPM.10R3.B2"          10199.73836          10240.20335                    1       0.055555341612                    0           0.08507954          23.34618071
         "BPM.10R3.B2"        "BPM.11R3.B2"          10240.20335          10292.98604                    1       0.085685043909                    0           0.10889952          23.43126025
         "BPM.11R3.B2"        "BPM.12R3.B2"          10292.98604          10347.71253                    1       0.122160317481                    0           0.10891404          23.54015977
         "BPM.12R3.B2"        "BPM.13R3.B2"          10347.71253          10401.16401                    1      0.1405942194073                    0           0.12792091          23.64907381
         "BPM.13R3.B2"        "BPM.14R3.B2"          10401.16401          10454.61549                    1      0.1072465796671                    0            0.1136697          23.77699472
         "BPM.14R3.B2"        "BPM.15R3.B2"          10454.61549          10508.06698                    1      0.1327990556596                    0           0.13917435          23.89066442
         "BPM.15R3.B2"        "BPM.16R3.B2"          10508.06698          10561.51846                    1       0.112815243578                    0           0.11097811          24.02983877
         "BPM.16R3.B2"        "BPM.17R3.B2"          10561.51846          10614.96995                    1       0.129906238664                    0           0.12887378          24.14081688
         "BPM.17R3.B2"        "BPM.18R3.B2"          10614.96995          10668.42143                    1       0.106692407162                    0           0.11324302          24.26969066
         "BPM.18R3.B2"        "BPM.19R3.B2"          10668.42143          10721.87291                    1       0.132087287778                    0           0.13930379          24.38293368
         "BPM.19R3.B2"        "BPM.20R3.B2"          10721.87291           10775.3244                    1       0.113070867228                    0           0.11139567          24.52223747
         "BPM.20R3.B2"        "BPM.21R3.B2"           10775.3244          10828.77588                    1      0.1295531050444                    0           0.12878012          24.63363314
         "BPM.21R3.B2"        "BPM.22R3.B2"          10828.77588          10882.22737                    1      0.1080135304178                    0           0.11280985          24.76241326
         "BPM.22R3.B2"        "BPM.24R3.B2"          10882.22737          10989.13033                    1      0.2499128491588                    0           0.24923518          24.87522311
         "BPM.24R3.B2"        "BPM.26R3.B2"          10989.13033           11096.0333                    1       0.238837283899                    0           0.23596717          25.12445829
         "BPM.26R3.B2"        "BPM.28R3.B2"           11096.0333          11202.93627                    1       0.250375024421                    0           0.25069438          25.36042546
         "BPM.28R3.B2"        "BPM.29R3.B2"          11202.93627          11256.38775                    1       0.133322585411                    0           0.12427453          25.61111984
         "BPM.29R3.B2"        "BPM.30R3.B2"          11256.38775          11309.83924                    1      0.1074894641672                    0            0.1103596          25.73539437
         "BPM.30R3.B2"        "BPM.31R3.B2"          11309.83924          11363.29072                    1      0.1322884132278                    0            0.1402419          25.84575397
         "BPM.31R3.B2"        "BPM.32R3.B2"          11363.29072          11416.74221                    1       0.117248922897                    0           0.11167169          25.98599587
         "BPM.32R3.B2"        "BPM.33R3.B2"          11416.74221          11470.19369                    1       0.135315830058                    0           0.12439544          26.09766756
         "BPM.33R3.B2"        "BPM.34R3.B2"          11470.19369          11523.64518                    1       0.106917013784                    0           0.10916488            26.222063
         "BPM.34R3.B2"        "BPM.33L4.B2"          11523.64518          11577.09666                    1        0.13284655768                    0           0.13996252          26.33122788
         "BPM.33L4.B2"        "BPM.30L4.B2"          11577.09666          11737.45111                    1      0.3586929876833                    0           0.34567037           26.4711904
         "BPM.30L4.B2"        "BPM.28L4.B2"          11737.45111          11844.35408                    1      0.2493080076797                    0           0.25348919          26.81686077
         "BPM.28L4.B2"        "BPM.26L4.B2"          11844.35408          11951.25705                    1       0.239891891846                    0           0.23231066          27.07034996
         "BPM.26L4.B2"        "BPM.25L4.B2"          11951.25705          12004.70853                    1       0.132884203158                    0           0.13864739          27.30266062
         "BPM.25L4.B2"        "BPM.24L4.B2"          12004.70853          12058.16002                    1       0.116682029384                    0           0.11514948          27.44130801
         "BPM.24L4.B2"        "BPM.23L4.B2"          12058.16002           12111.6115                    1       0.134613003572                    0           0.12606282          27.55645749
         "BPM.23L4.B2"        "BPM.22L4.B2"           12111.6115          12165.06298                    1      0.1068109856555                    0           0.10610927          27.68252031
         "BPM.22L4.B2"        "BPM.18L4.B2"          12165.06298          12378.86892                    1      0.4819810388075                    0           0.49279473          27.78862958
         "BPM.18L4.B2"        "BPM.16L4.B2"          12378.86892          12485.77189                    1       0.245363443761                    0           0.25651066          28.28142431
         "BPM.16L4.B2"        "BPM.15L4.B2"          12485.77189          12539.22337                    1       0.133167505484                    0           0.13114653          28.53793497
         "BPM.15L4.B2"        "BPM.14L4.B2"          12539.22337          12592.67486                    1      0.1054388593529                    0           0.10517925           28.6690815
         "BPM.14L4.B2"        "BPM.13L4.B2"          12592.67486          12646.12634                    1      0.1274613304604                    0            0.1360802          28.77426075
         "BPM.13L4.B2"        "BPM.12L4.B2"          12646.12634          12699.57783                    1      0.1224302535817                    0           0.11180167          28.91034095
         "BPM.12L4.B2"        "BPM.10L4.B2"          12699.57783             12804.87                    1         0.2889191823                    0           0.20895379          29.02214262
         "BPM.10L4.B2"      "BPMWA.B5L4.B2"             12804.87          13159.46247                    1      0.4383068459439                    0           0.39888864          29.23109641
       "BPMWA.B5L4.B2"      "BPMWA.A5R4.B2"          13159.46247          13216.39647                    1      0.0352321757069                    0           0.03006849          29.62998505
       "BPMWA.A5R4.B2"      "BPMWA.B5R4.B2"          13216.39647          13225.28147                    1      0.0065753108178                    0    0.005263469999999          29.66005354
       "BPMWA.B5R4.B2"      "BPMWI.A5R4.B2"          13225.28147          13251.14547                    1      0.0212460799356                    0           0.01611879          29.66531701
       "BPMWI.A5R4.B2"       "BPMYA.5R4.B2"          13251.14547          13327.74797                    1      0.0706540289543                    0           0.05220516           29.6814358
        "BPMYA.5R4.B2"       "BPMYB.6R4.B2"          13327.74797          13359.31197                    1      0.0189782968778                    0           0.01363216          29.73364096
        "BPMYB.6R4.B2"         "BPM.7R4.B2"          13359.31197          13455.82797                    1      0.1587468310747                    0           0.22501282          29.74727312
          "BPM.7R4.B2"         "BPM.8R4.B2"          13455.82797          13493.61896                    1        0.11516873511                    0           0.15187009          29.97228594
          "BPM.8R4.B2"         "BPM.9R4.B2"          13493.61896          13532.68595                    1       0.139778392067                    0           0.06374968          30.12415603
          "BPM.9R4.B2"        "BPM.10R4.B2"          13532.68595          13573.15094                    1       0.168221193363                    0           0.08126635          30.18790571
         "BPM.10R4.B2"        "BPM.11R4.B2"          13573.15094          13624.99162                    1       0.098983888371                    0           0.10329061          30.26917206
         "BPM.11R4.B2"        "BPM.12R4.B2"          13624.99162          13679.71811                    1       0.122546659817                    0           0.12400131          30.37246267
         "BPM.12R4.B2"        "BPM.13R4.B2"          13679.71811          13733.16959                    1      0.1108097839172                    0           0.10937024          30.49646398
         "BPM.13R4.B2"        "BPM.14R4.B2"          13733.16959          13786.62108                    1      0.1382442530718                    0           0.14181497          30.60583422
         "BPM.14R4.B2"        "BPM.15R4.B2"          13786.62108          13840.07256                    1       0.108483580598                    0           0.11876668          30.74764919
         "BPM.15R4.B2"        "BPM.16R4.B2"          13840.07256          13893.52405                    1       0.124443221048                    0            0.1303309          30.86641587
         "BPM.16R4.B2"        "BPM.17R4.B2"          13893.52405          13946.97553                    1       0.110345835469                    0           0.10878199          30.99674677
         "BPM.17R4.B2"        "BPM.18R4.B2"          13946.97553          14000.42701                    1       0.139290254966                    0           0.14179056          31.10552876
         "BPM.18R4.B2"        "BPM.19R4.B2"          14000.42701           14053.8785                    1       0.109463949698                    0           0.11878741          31.24731932
         "BPM.19R4.B2"        "BPM.20R4.B2"           14053.8785          14107.32998                    1       0.123315231128                    0           0.13035185          31.36610673
         "BPM.20R4.B2"        "BPM.21R4.B2"          14107.32998          14160.78147                    1      0.1097511184452                    0           0.10876411          31.49645858
         "BPM.21R4.B2"        "BPM.22R4.B2"          14160.78147          14214.23295                    1      0.1402164919511                    0           0.14176679          31.60522269
         "BPM.22R4.B2"        "BPM.23R4.B2"          14214.23295          14267.68443                    1      0.1128722117607                    0           0.11902738          31.74698948
         "BPM.23R4.B2"        "BPM.24R4.B2"          14267.68443          14321.13592                    1       0.126466939056                    0           0.13052843          31.86601686
         "BPM.24R4.B2"        "BPM.25R4.B2"          14321.13592           14374.5874                    1       0.109435798755                    0            0.1086775          31.99654529
