@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.19_Qx0.313_Qy0.317_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.19_Qx0.313_Qy0.317_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis"
@ Date %s "28. June 2021, 09:52:23"
@ Q1 %le 0.31300635133449045
@ MUX %le 70.31300635133456
@ Q2 %le 0.3170063933371513
@ MUY %le 72.31700639333718
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds.linx"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEX               STDPHX               PHXMDL               MUXMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.26L3.B1"        "BPM.25L3.B1"          2283.675735          2337.124251                    1      0.1139118794806                    0          0.115093372          5.489091048
         "BPM.25L3.B1"        "BPM.24L3.B1"          2337.124251          2390.572767                    1      0.1298922998249                    0           0.13769064           5.60418442
         "BPM.24L3.B1"        "BPM.23L3.B1"          2390.572767          2444.021283                    1      0.1298679185961                    0          0.115119396           5.74187506
         "BPM.23L3.B1"        "BPM.22L3.B1"          2444.021283          2497.469799                    1       0.131606974765                    0          0.137667189          5.856994456
         "BPM.22L3.B1"        "BPM.21L3.B1"          2497.469799          2550.918315                    1      0.1111963791873                    0          0.115094093          5.994661645
         "BPM.21L3.B1"        "BPM.20L3.B1"          2550.918315          2604.366831                    1      0.1404358613744                    0          0.138543852          6.109755738
         "BPM.20L3.B1"        "BPM.18L3.B1"          2604.366831          2711.263863                    1      0.2493220948328                    0          0.246733676           6.24829959
         "BPM.18L3.B1"        "BPM.16L3.B1"          2711.263863          2818.160894                    1      0.2478184808924                    0          0.253641557          6.495033266
         "BPM.16L3.B1"        "BPM.15L3.B1"          2818.160894           2871.60941                    1       0.126934193657                    0          0.112911489          6.748674823
         "BPM.15L3.B1"        "BPM.14L3.B1"           2871.60941          2925.057926                    1      0.1351064717854                    0          0.133818472          6.861586312
         "BPM.14L3.B1"        "BPM.13L3.B1"          2925.057926          2978.506442                    1     0.09582859345823                    0          0.115113556          6.995404784
         "BPM.13L3.B1"        "BPM.12L3.B1"          2978.506442          3031.954958                    1      0.1351664861933                    0          0.137098879           7.11051834
         "BPM.12L3.B1"        "BPM.11L3.B1"          3031.954958          3085.403474                    1      0.1473173200265                    0          0.126464365          7.247617219
         "BPM.11L3.B1"        "BPM.10L3.B1"          3085.403474          3138.184185                    1      0.1405698638464                    0          0.149067885          7.374081584
         "BPM.10L3.B1"         "BPM.9L3.B1"          3138.184185          3177.249195                    1     0.06023571478722                    0          0.060932692          7.523149469
          "BPM.9L3.B1"         "BPM.8L3.B1"          3177.249195          3217.712206                    1     0.06497197983587                    0          0.076692729          7.584082161
          "BPM.8L3.B1"         "BPM.7L3.B1"          3217.712206          3256.776216                    1     0.06275411755099                    0          0.058952248           7.66077489
          "BPM.7L3.B1"         "BPM.6L3.B1"          3256.776216          3329.415216                    1      0.1229813797823                    0          0.112156008          7.719727138
          "BPM.6L3.B1"      "BPMWG.A5L3.B1"          3329.415216          3371.119716                    1     0.05024222220214                    0          0.057084211          7.831883146
       "BPMWG.A5L3.B1"        "BPMW.5L3.B1"          3371.119716          3400.089716                    1     0.09148753412114                    0          0.083351615          7.888967357
         "BPMW.5L3.B1"       "BPMWE.4L3.B1"          3400.089716          3475.217716                    1     0.09696963292661                    0          0.103363594          7.972318972
        "BPMWE.4L3.B1"        "BPMW.4L3.B1"          3475.217716          3502.762716                    1    0.007506652265886                    0          0.015202633          8.075682566
         "BPMW.4L3.B1"        "BPMW.4R3.B1"          3502.762716          3547.727716                    1     0.07464006993785                    0            0.0701522          8.090885199
         "BPMW.4R3.B1"       "BPMWE.4R3.B1"          3547.727716          3575.272716                    1       0.160333641432                    0          0.147656362          8.161037399
        "BPMWE.4R3.B1"        "BPMW.5R3.B1"          3575.272716          3650.400716                    1      0.1252357351383                    0          0.129526505          8.308693761
         "BPMW.5R3.B1"      "BPMWJ.A5R3.B1"          3650.400716          3679.118716                    1     0.00812824929606                    0          0.012625761          8.438220266
       "BPMWJ.A5R3.B1"       "BPMWC.6R3.B1"          3679.118716          3718.936716                    1     0.03942470921816                    0          0.045888793          8.450846027
        "BPMWC.6R3.B1"        "BPMR.6R3.B1"          3718.936716          3731.015216                    1     0.04346797039127                    0          0.040107116           8.49673482
         "BPMR.6R3.B1"         "BPM.8R3.B1"          3731.015216          3825.903227                    1       0.299227565296                    0          0.299487665          8.536841936
          "BPM.8R3.B1"         "BPM.9R3.B1"          3825.903227          3864.968238                    1      0.1082976289742                    0          0.104128476          8.836329601
          "BPM.9R3.B1"        "BPM.10R3.B1"          3864.968238          3905.431248                    1     0.07534415515573                    0          0.074725969          8.940458077
         "BPM.10R3.B1"        "BPM.11R3.B1"          3905.431248          3958.211959                    1     0.08637516384681                    0           0.09304955          9.015184046
         "BPM.11R3.B1"        "BPM.12R3.B1"          3958.211959          4012.935475                    1     0.09254116034364                    0          0.100788459          9.108233596
         "BPM.12R3.B1"        "BPM.13R3.B1"          4012.935475          4066.383991                    1      0.1230347990202                    0          0.116822907          9.209022055
         "BPM.13R3.B1"        "BPM.14R3.B1"          4066.383991          4119.832506                    1      0.1254182722975                    0          0.115088168          9.325844962
         "BPM.14R3.B1"        "BPM.15R3.B1"          4119.832506          4173.281022                    1      0.1287173354269                    0          0.138528108           9.44093313
         "BPM.15R3.B1"        "BPM.16R3.B1"          4173.281022          4226.729538                    1      0.0729852680629                    0          0.112926456          9.579461238
         "BPM.16R3.B1"        "BPM.17R3.B1"          4226.729538          4280.178054                    1      0.1818483754771                    0          0.133828098          9.692387694
         "BPM.17R3.B1"        "BPM.18R3.B1"          4280.178054           4333.62657                    1      0.1225916356715                    0          0.115098576          9.826215792
         "BPM.18R3.B1"        "BPM.19R3.B1"           4333.62657          4387.075086                    1      0.1237028025733                    0          0.138522112          9.941314368
         "BPM.19R3.B1"        "BPM.20R3.B1"          4387.075086          4440.523602                    1      0.1072623044805                    0           0.11291703          10.07983648
         "BPM.20R3.B1"        "BPM.21R3.B1"          4440.523602          4493.972118                    1      0.1410093715347                    0           0.13383384          10.19275351
         "BPM.21R3.B1"        "BPM.22R3.B1"          4493.972118          4547.420634                    1      0.1209430207707                    0           0.11510829          10.32658735
         "BPM.22R3.B1"        "BPM.23R3.B1"          4547.420634           4600.86915                    1      0.1332424078766                    0           0.13766406          10.44169564
         "BPM.23R3.B1"        "BPM.24R3.B1"           4600.86915          4654.317666                    1      0.1192767329789                    0           0.11510515           10.5793597
         "BPM.24R3.B1"        "BPM.25R3.B1"          4654.317666          4707.766181                    1      0.1377941074224                    0           0.13769433          10.69446485
         "BPM.25R3.B1"        "BPM.26R3.B1"          4707.766181          4761.214697                    1      0.1161908392745                    0           0.11510751          10.83215918
         "BPM.26R3.B1"        "BPM.27R3.B1"          4761.214697          4814.663213                    1      0.1306130533444                    0           0.13766399          10.94726669
         "BPM.27R3.B1"        "BPM.28R3.B1"          4814.663213          4868.111729                    1      0.1147293080035                    0           0.11510608          11.08493068
         "BPM.28R3.B1"        "BPM.29R3.B1"          4868.111729          4921.560245                    1      0.1393742488714                    0           0.13769439          11.20003676
         "BPM.29R3.B1"        "BPM.30R3.B1"          4921.560245          4975.008761                    1      0.1114770907781                    0           0.11510658          11.33773115
         "BPM.30R3.B1"        "BPM.31R3.B1"          4975.008761          5028.457277                    1      0.1359329044148                    0           0.13766395          11.45283773
         "BPM.31R3.B1"        "BPM.32R3.B1"          5028.457277          5081.905793                    1      0.1127372184053                    0             0.115107          11.59050168
         "BPM.32R3.B1"        "BPM.33R3.B1"          5081.905793          5135.354309                    1      0.1466745467727                    0           0.13769437          11.70560868
         "BPM.33R3.B1"        "BPM.34R3.B1"          5135.354309          5188.802825                    1      0.1243031939632                    0           0.11510565          11.84330305
         "BPM.34R3.B1"        "BPM.33L4.B1"          5188.802825           5242.25134                    1      0.1208517402277                    0           0.13766402           11.9584087
         "BPM.33L4.B1"        "BPM.32L4.B1"           5242.25134          5295.699856                    1      0.1143459108007                    0           0.11510792          12.09607272
         "BPM.32L4.B1"        "BPM.31L4.B1"          5295.699856          5349.148372                    1      0.1471004317162                    0           0.13769428          12.21118064
         "BPM.31L4.B1"        "BPM.30L4.B1"          5349.148372          5402.596888                    1      0.1232037778158                    0           0.11510473          12.34887492
         "BPM.30L4.B1"        "BPM.29L4.B1"          5402.596888          5456.045404                    1      0.1213375820017                    0           0.13766415          12.46397965
         "BPM.29L4.B1"        "BPM.28L4.B1"          5456.045404           5509.49392                    1      0.1168024679484                    0           0.11510884           12.6016438
         "BPM.28L4.B1"        "BPM.27L4.B1"           5509.49392          5562.942436                    1      0.1464031404646                    0           0.13769411          12.71675264
         "BPM.27L4.B1"        "BPM.26L4.B1"          5562.942436          5616.390952                    1      0.1219395783076                    0           0.11510383          12.85444675
         "BPM.26L4.B1"        "BPM.25L4.B1"          5616.390952          5669.839468                    1      0.1206111492967                    0           0.13766435          12.96955058
         "BPM.25L4.B1"        "BPM.23L4.B1"          5669.839468            5776.7365                    1      0.2701433978009                    0           0.25280363          13.10721493
         "BPM.23L4.B1"        "BPM.22L4.B1"            5776.7365          5830.185015                    1      0.1058182651194                    0           0.11510291          13.36001856
         "BPM.22L4.B1"        "BPM.21L4.B1"          5830.185015          5883.633531                    1      0.1300259052204                    0           0.13766461          13.47512147
         "BPM.21L4.B1"        "BPM.20L4.B1"          5883.633531          5937.082047                    1      0.1223028043621                    0           0.11224166          13.61278608
         "BPM.20L4.B1"        "BPM.19L4.B1"          5937.082047          5990.530563                    1       0.133909272058                    0           0.13466034          13.72502774
         "BPM.19L4.B1"        "BPM.18L4.B1"          5990.530563          6043.979079                    1     0.09037043545143                    0           0.11581399          13.85968808
         "BPM.18L4.B1"        "BPM.17L4.B1"          6043.979079          6097.427595                    1      0.1528288971206                    0           0.13765565          13.97550207
         "BPM.17L4.B1"        "BPM.16L4.B1"          6097.427595          6150.876111                    1      0.1232584200305                    0           0.11223569          14.11315772
         "BPM.16L4.B1"        "BPM.15L4.B1"          6150.876111          6204.324627                    1      0.1373281925235                    0           0.13466985          14.22539341
         "BPM.15L4.B1"        "BPM.14L4.B1"          6204.324627          6257.773143                    1      0.1174923299947                    0           0.11582023          14.36006326
         "BPM.14L4.B1"        "BPM.13L4.B1"          6257.773143          6311.221659                    1      0.1233238862435                    0           0.13764581          14.47588349
         "BPM.13L4.B1"        "BPM.11L4.B1"          6311.221659           6418.11869                    1      0.2614885057293                    0           0.25214224           14.6135293
         "BPM.11L4.B1"        "BPM.10L4.B1"           6418.11869          6469.957401                    1      0.1189946336968                    0           0.11633537          14.86567154
         "BPM.10L4.B1"         "BPM.9L4.B1"          6469.957401          6509.022412                    1      0.1152582332924                    0           0.12611362          14.98200691
          "BPM.9L4.B1"         "BPM.7L4.B1"          6509.022412          6588.549433                    1      0.3119309614014                    0           0.30642888          15.10812053
          "BPM.7L4.B1"       "BPMYB.6L4.B1"          6588.549433          6685.153433                    1      0.1444281309638                    0           0.14000562          15.41454941
        "BPMYB.6L4.B1"       "BPMYA.5L4.B1"          6685.153433          6722.153433                    1     0.01476084097792                    0           0.02558204          15.55455503
        "BPMYA.5L4.B1"      "BPMWI.A5L4.B1"          6722.153433          6798.755933                    1     0.03312969810695                    0           0.03194545          15.58013707
       "BPMWI.A5L4.B1"      "BPMWA.B5L4.B1"          6798.755933          6824.619933                    1    0.009579860422202                    0           0.01392286          15.61208252
       "BPMWA.B5L4.B1"      "BPMWA.A5L4.B1"          6824.619933          6833.504933                    1     0.01057234339558                    0           0.00520229          15.62600538
       "BPMWA.A5L4.B1"      "BPMWA.A5R4.B1"          6833.504933          6881.553933                    1     0.03757880879371                    0           0.03191642          15.63120767
       "BPMWA.A5R4.B1"      "BPMWA.B5R4.B1"          6881.553933          6890.438933                    1    0.004331793220162                    0           0.00656504          15.66312409
       "BPMWA.B5R4.B1"       "BPMYB.5R4.B1"          6890.438933          6992.829433                    1     0.08702186313818                    0           0.08253426          15.66968913
        "BPMYB.5R4.B1"       "BPMYA.6R4.B1"          6992.829433          7024.393433                    1     0.02296585348091                    0           0.01548434          15.75222339
        "BPMYA.6R4.B1"         "BPM.7R4.B1"          7024.393433          7120.909433                    1      0.1081514186202                    0            0.1675385          15.76770773
          "BPM.7R4.B1"         "BPM.8R4.B1"          7120.909433          7158.698443                    1      0.1250245587729                    0           0.14539267          15.93524623
          "BPM.8R4.B1"         "BPM.9R4.B1"          7158.698443          7197.763454                    1      0.2297916210749                    0           0.13632797           16.0806389
          "BPM.9R4.B1"        "BPM.10R4.B1"          7197.763454          7238.226465                    1      0.1276053546663                    0           0.16539555          16.21696687
         "BPM.10R4.B1"        "BPM.11R4.B1"          7238.226465          7290.065175                    1     0.05295458237049                    0           0.11115774          16.38236242
         "BPM.11R4.B1"        "BPM.12R4.B1"          7290.065175          7344.788691                    1      0.1668868367164                    0           0.13563987          16.49352016
         "BPM.12R4.B1"        "BPM.13R4.B1"          7344.788691          7398.237207                    1       0.169180188309                    0           0.11442988          16.62916003
         "BPM.13R4.B1"        "BPM.14R4.B1"          7398.237207          7451.685723                    1      0.1023822568305                    0           0.13616729          16.74358991
         "BPM.14R4.B1"        "BPM.15R4.B1"          7451.685723          7505.134239                    1     0.07073821308846                    0           0.11386559           16.8797572
         "BPM.15R4.B1"        "BPM.16R4.B1"          7505.134239          7558.582755                    1      0.1516492155122                    0           0.13618566          16.99362279
         "BPM.16R4.B1"        "BPM.17R4.B1"          7558.582755          7612.031271                    1      0.1747473187449                    0           0.11384521          17.12980845
         "BPM.17R4.B1"        "BPM.18R4.B1"          7612.031271          7665.479786                    1      0.1081315389564                    0            0.1361666          17.24365366
         "BPM.18R4.B1"        "BPM.19R4.B1"          7665.479786          7718.928302                    1     0.07458054543844                    0           0.11386557          17.37982026
         "BPM.19R4.B1"        "BPM.20R4.B1"          7718.928302          7772.376818                    1       0.157012620515                    0           0.13618562          17.49368583
         "BPM.20R4.B1"        "BPM.21R4.B1"          7772.376818          7825.825334                    1      0.1749946146582                    0           0.11384521          17.62987145
         "BPM.21R4.B1"        "BPM.22R4.B1"          7825.825334           7879.27385                    1     0.09327834559162                    0           0.13616663          17.74371666
         "BPM.22R4.B1"        "BPM.23R4.B1"           7879.27385          7932.722366                    1     0.07677546109308                    0           0.11382966          17.87988329
         "BPM.23R4.B1"        "BPM.24R4.B1"          7932.722366          7986.170882                    1      0.1464592241271                    0           0.13612914          17.99371295
         "BPM.24R4.B1"        "BPM.26R4.B1"          7986.170882          8093.067914                    1      0.2743533178557                    0           0.25000516          18.12984209
         "BPM.26R4.B1"        "BPM.27R4.B1"          8093.067914           8146.51643                    1      0.0690224760942                    0           0.11382964          18.37984725
         "BPM.27R4.B1"        "BPM.28R4.B1"           8146.51643          8199.964946                    1      0.1597677308927                    0           0.13612911          18.49367689
         "BPM.28R4.B1"        "BPM.29R4.B1"          8199.964946          8253.413461                    1       0.177510532237                    0           0.11383855            18.629806
         "BPM.29R4.B1"        "BPM.30R4.B1"          8253.413461          8306.861977                    1     0.09961621037538                    0           0.13616663          18.74364455
         "BPM.30R4.B1"        "BPM.31R4.B1"          8306.861977          8360.310493                    1     0.07219074710924                    0           0.11382966          18.87981118
         "BPM.31R4.B1"        "BPM.32R4.B1"          8360.310493          8413.759009                    1      0.1392783205125                    0           0.13612911          18.99364084
         "BPM.32R4.B1"        "BPM.33R4.B1"          8413.759009          8467.207525                    1      0.1845160134368                    0           0.11383855          19.12976995
         "BPM.33R4.B1"        "BPM.34R4.B1"          8467.207525          8520.656041                    1     0.09880886628263                    0           0.13616663           19.2436085
         "BPM.34R4.B1"        "BPM.33L5.B1"          8520.656041          8574.104557                    1      0.0740519151983                    0           0.11382966          19.37977513
         "BPM.33L5.B1"        "BPM.32L5.B1"          8574.104557          8627.553073                    1      0.1406100558446                    0           0.13612911          19.49360479
         "BPM.32L5.B1"        "BPM.31L5.B1"          8627.553073          8681.001589                    1      0.1763314432093                    0           0.11383854           19.6297339
         "BPM.31L5.B1"        "BPM.30L5.B1"          8681.001589          8734.450105                    1      0.1063922222324                    0           0.13616664          19.74357244
         "BPM.30L5.B1"        "BPM.28L5.B1"          8734.450105          8841.347136                    1      0.2025564654808                    0           0.24995881          19.87973908
         "BPM.28L5.B1"        "BPM.27L5.B1"          8841.347136          8894.795652                    1       0.183873635133                    0           0.11383852          20.12969789
         "BPM.27L5.B1"        "BPM.25L5.B1"          8894.795652          9001.692684                    1      0.2012864627561                    0           0.24999629          20.24353641
         "BPM.25L5.B1"        "BPM.24L5.B1"          9001.692684            9055.1412                    1      0.1286357654723                    0           0.13612909           20.4935327
         "BPM.24L5.B1"        "BPM.23L5.B1"            9055.1412          9108.589716                    1      0.1721332297273                    0           0.11383853          20.62966179
         "BPM.23L5.B1"        "BPM.22L5.B1"          9108.589716          9162.038232                    1      0.1076808652121                    0           0.13616663          20.74350032
         "BPM.22L5.B1"        "BPM.21L5.B1"          9162.038232          9215.486748                    1     0.06867446775971                    0           0.11382971          20.87966695
         "BPM.21L5.B1"        "BPM.20L5.B1"          9215.486748          9268.935264                    1      0.1451094713803                    0           0.13613716          20.99349666
         "BPM.20L5.B1"        "BPM.19L5.B1"          9268.935264          9322.383779                    1      0.1808068945447                    0           0.11388111          21.12963382
         "BPM.19L5.B1"        "BPM.18L5.B1"          9322.383779          9375.832295                    1      0.1183424151474                    0           0.13621508          21.24351493
         "BPM.18L5.B1"        "BPM.17L5.B1"          9375.832295          9429.280811                    1     0.06826241479253                    0           0.11382966          21.37973001
         "BPM.17L5.B1"        "BPM.16L5.B1"          9429.280811          9482.729327                    1      0.1377979934333                    0           0.13613715          21.49355967
         "BPM.16L5.B1"        "BPM.15L5.B1"          9482.729327          9536.177843                    1      0.1737430691794                    0           0.11388115          21.62969682
         "BPM.15L5.B1"        "BPM.13L5.B1"          9536.177843          9643.074875                    1      0.1845759128574                    0           0.25004472          21.74357797
         "BPM.13L5.B1"        "BPM.12L5.B1"          9643.074875          9696.523391                    1      0.1501262443305                    0           0.13765801          21.99362269
         "BPM.12L5.B1"        "BPM.11L5.B1"          9696.523391          9749.971907                    1      0.1620410175955                    0           0.11033736           22.1312807
         "BPM.11L5.B1"        "BPM.10L5.B1"          9749.971907          9802.752617                    1      0.1104358238613                    0           0.13224058          22.24161806
         "BPM.10L5.B1"         "BPM.9L5.B1"          9802.752617          9841.817628                    1     0.06898724659502                    0           0.10319861          22.37385864
          "BPM.9L5.B1"         "BPM.8L5.B1"          9841.817628          9882.280639                    1       0.218476603628                    0           0.18953033          22.47705725
          "BPM.8L5.B1"        "BPMR.7L5.B1"          9882.280639          9921.346649                    1      0.1323149895998                    0           0.10071186          22.66658758
         "BPMR.7L5.B1"         "BPM.6L5.B1"          9921.346649          9958.240649                    1     0.09141178337264                    0           0.09864777          22.76729944
          "BPM.6L5.B1"        "BPMR.5L5.B1"          9958.240649          9990.140649                    1   0.0009954508345207                    0           0.01683396          22.86594721
         "BPMR.5L5.B1"       "BPMYA.4L5.B1"          9990.140649          10017.54665                    1    0.003065020970155                    0    0.006332319999999          22.88278117
        "BPMYA.4L5.B1"       "BPMWB.4L5.B1"          10017.54665          10038.68115                    1    0.009992398218385                    0           0.00287737          22.88911349
        "BPMWB.4L5.B1"       "BPMSY.4L5.B1"          10038.68115          10131.46115                    1      0.9976164068327                    0    0.008277100000001          22.89199086
        "BPMSY.4L5.B1"        "BPMS.2L5.B1"          10131.46115          10158.24665                    1    0.008053850407939                    0    0.001144350000001          22.90026796
         "BPMS.2L5.B1"       "BPMSW.1L5.B1"          10158.24665          10168.21165                    1      0.9939447823774                    0   0.0008368599999997          22.90141231
        "BPMSW.1L5.B1"       "BPMSW.1R5.B1"          10168.21165          10211.33965                    1      0.5021676701438                    0           0.49409602          22.90224917
        "BPMSW.1R5.B1"        "BPMS.2R5.B1"          10211.33965          10221.30465                    1   0.0009634062253845                    0           0.00107452          23.39634519
         "BPMS.2R5.B1"       "BPMSY.4R5.B1"          10221.30465          10248.09015                    1    0.001040430107721                    0           0.00165136          23.39741971
        "BPMSY.4R5.B1"       "BPMWB.4R5.B1"          10248.09015          10340.87015                    1      0.9968385712007                    0    0.007000549999997          23.39907107
