@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.19_Qx0.313_Qy0.317_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.19_Qx0.313_Qy0.317_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis"
@ Date %s "28. June 2021, 09:52:23"
@ Q1 %le 0.31300635133449045
@ MUX %le 70.31300635133456
@ Q2 %le 0.3170063933371513
@ MUY %le 72.31700639333718
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds.liny"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEY               STDPHY               PHYMDL               MUYMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.17L3.B1"        "BPM.16L3.B1"          2764.712379          2818.160894                    1      0.1022775348237                    0          0.108113011          6.576117449
         "BPM.16L3.B1"        "BPM.15L3.B1"          2818.160894           2871.60941                    1      0.1360354791522                    0          0.127450551           6.68423046
         "BPM.15L3.B1"        "BPM.14L3.B1"           2871.60941          2925.057926                    1      0.1191222545627                    0            0.1103637          6.811681011
         "BPM.14L3.B1"        "BPM.13L3.B1"          2925.057926          2978.506442                    1      0.1054685064081                    0          0.132921076          6.922044711
         "BPM.13L3.B1"        "BPM.12L3.B1"          2978.506442          3031.954958                    1      0.1362103621751                    0           0.11440748          7.054965787
         "BPM.12L3.B1"        "BPM.10L3.B1"          3031.954958          3138.184185                    1      0.2258272832737                    0           0.23991171          7.169373267
         "BPM.10L3.B1"         "BPM.9L3.B1"          3138.184185          3177.249195                    1      0.1363207466868                    0          0.117569642          7.409284977
          "BPM.9L3.B1"         "BPM.8L3.B1"          3177.249195          3217.712206                    1      0.1689071696886                    0          0.166536259          7.526854619
          "BPM.8L3.B1"         "BPM.7L3.B1"          3217.712206          3256.776216                    1      0.1784903394765                    0          0.173206908          7.693390878
          "BPM.7L3.B1"         "BPM.6L3.B1"          3256.776216          3329.415216                    1      0.1131841765944                    0          0.119338915          7.866597786
          "BPM.6L3.B1"      "BPMWG.A5L3.B1"          3329.415216          3371.119716                    1     0.03480655639155                    0           0.04676378          7.985936701
       "BPMWG.A5L3.B1"        "BPMW.5L3.B1"          3371.119716          3400.089716                    1     0.01933915884656                    0          0.015596785          8.032700481
         "BPMW.5L3.B1"       "BPMWE.4L3.B1"          3400.089716          3475.217716                    1     0.06558046229902                    0          0.073419928          8.048297266
        "BPMWE.4L3.B1"        "BPMW.4L3.B1"          3475.217716          3502.762716                    1     0.03800520780322                    0          0.045631176          8.121717194
         "BPMW.4L3.B1"        "BPMW.4R3.B1"          3502.762716          3547.727716                    1     0.03341135899187                    0          0.035149268           8.16734837
         "BPMW.4R3.B1"       "BPMWE.4R3.B1"          3547.727716          3575.272716                    1     0.02154437688076                    0          0.011291251          8.202497638
        "BPMWE.4R3.B1"        "BPMW.5R3.B1"          3575.272716          3650.400716                    1      0.0724182691228                    0          0.073400978          8.213788889
         "BPMW.5R3.B1"      "BPMWJ.A5R3.B1"          3650.400716          3679.118716                    1     0.05348565069258                    0          0.063368188          8.287189867
       "BPMWJ.A5R3.B1"       "BPMWC.6R3.B1"          3679.118716          3718.936716                    1     0.07617255945177                    0          0.044956377          8.350558055
        "BPMWC.6R3.B1"       "BPM_A.7R3.B1"          3718.936716          3786.839216                    1     0.05765312785627                    0          0.079175015          8.395514432
        "BPM_A.7R3.B1"         "BPM.8R3.B1"          3786.839216          3825.903227                    1     0.07100191758301                    0           0.06200342          8.474689447
          "BPM.8R3.B1"         "BPM.9R3.B1"          3825.903227          3864.968238                    1     0.04434560588224                    0          0.052756974          8.536692867
          "BPM.9R3.B1"        "BPM.10R3.B1"          3864.968238          3905.431248                    1     0.06371459795736                    0          0.063217435          8.589449841
         "BPM.10R3.B1"        "BPM.11R3.B1"          3905.431248          3958.211959                    1      0.0923842507196                    0          0.101717769          8.652667276
         "BPM.11R3.B1"        "BPM.12R3.B1"          3958.211959          4012.935475                    1      0.1393975326135                    0          0.122084843          8.754385045
         "BPM.12R3.B1"        "BPM.13R3.B1"          4012.935475          4066.383991                    1      0.1272990483641                    0          0.114953427          8.876469888
         "BPM.13R3.B1"        "BPM.14R3.B1"          4066.383991          4119.832506                    1      0.1033414373461                    0          0.130674139          8.991423315
         "BPM.14R3.B1"        "BPM.16R3.B1"          4119.832506          4226.729538                    1       0.282961054974                    0          0.236052073          9.122097454
         "BPM.16R3.B1"        "BPM.17R3.B1"          4226.729538          4280.178054                    1      0.1072789925895                    0          0.111785435          9.358149527
         "BPM.17R3.B1"        "BPM.18R3.B1"          4280.178054           4333.62657                    1      0.1038755259303                    0          0.131412046          9.469934962
         "BPM.18R3.B1"        "BPM.19R3.B1"           4333.62657          4387.075086                    1      0.1037145482116                    0          0.107209801          9.601347008
         "BPM.19R3.B1"        "BPM.20R3.B1"          4387.075086          4440.523602                    1       0.171556877696                    0          0.128416031          9.708556809
         "BPM.20R3.B1"        "BPM.21R3.B1"          4440.523602          4493.972118                    1      0.0948498462963                    0          0.111429358           9.83697284
         "BPM.21R3.B1"        "BPM.22R3.B1"          4493.972118          4547.420634                    1      0.1007256625978                    0          0.132065002          9.948402198
         "BPM.22R3.B1"        "BPM.23R3.B1"          4547.420634           4600.86915                    1      0.1098388601392                    0           0.11090702           10.0804672
         "BPM.23R3.B1"        "BPM.24R3.B1"           4600.86915          4654.317666                    1      0.1503825233756                    0           0.13210569          10.19137422
         "BPM.24R3.B1"        "BPM.25R3.B1"          4654.317666          4707.766181                    1      0.1075459701378                    0            0.1108567          10.32347991
         "BPM.25R3.B1"        "BPM.26R3.B1"          4707.766181          4761.214697                    1      0.1239176022905                    0           0.13205925          10.43433661
         "BPM.26R3.B1"        "BPM.27R3.B1"          4761.214697          4814.663213                    1      0.0947320965625                    0           0.11090346          10.56639586
         "BPM.27R3.B1"        "BPM.28R3.B1"          4814.663213          4868.111729                    1      0.1587461641727                    0           0.13211045          10.67729932
         "BPM.28R3.B1"        "BPM.29R3.B1"          4868.111729          4921.560245                    1      0.1150499971755                    0           0.11086063          10.80940977
         "BPM.29R3.B1"        "BPM.31R3.B1"          4921.560245          5028.457277                    1       0.207343592204                    0           0.24295408           10.9202704
         "BPM.31R3.B1"        "BPM.32R3.B1"          5028.457277          5081.905793                    1      0.1600368597638                    0           0.13211436          11.16322448
         "BPM.32R3.B1"        "BPM.33R3.B1"          5081.905793          5135.354309                    1      0.1272192357122                    0            0.1108652          11.29533884
         "BPM.33R3.B1"        "BPM.34R3.B1"          5135.354309          5188.802825                    1      0.1306718460942                    0           0.13205145          11.40620404
         "BPM.34R3.B1"        "BPM.33L4.B1"          5188.802825           5242.25134                    1     0.09078959357377                    0           0.11089435          11.53825549
         "BPM.33L4.B1"        "BPM.32L4.B1"           5242.25134          5295.699856                    1      0.1392462116654                    0           0.13211734          11.64914984
         "BPM.32L4.B1"        "BPM.31L4.B1"          5295.699856          5349.148372                    1      0.1192642214851                    0           0.11087026          11.78126718
         "BPM.31L4.B1"        "BPM.30L4.B1"          5349.148372          5402.596888                    1      0.1230651808484                    0           0.13204899          11.89213744
         "BPM.30L4.B1"        "BPM.29L4.B1"          5402.596888          5456.045404                    1       0.107177125461                    0           0.11088909          12.02418643
         "BPM.29L4.B1"        "BPM.28L4.B1"          5456.045404           5509.49392                    1      0.1235492166946                    0           0.13211924          12.13507552
         "BPM.28L4.B1"        "BPM.27L4.B1"           5509.49392          5562.942436                    1      0.1552585963895                    0           0.11087566          12.26719476
         "BPM.27L4.B1"        "BPM.26L4.B1"          5562.942436          5616.390952                    1      0.0968448906085                    0           0.13204764          12.37807042
         "BPM.26L4.B1"        "BPM.25L4.B1"          5616.390952          5669.839468                    1     0.09696634323842                    0           0.11088359          12.51011806
         "BPM.25L4.B1"        "BPM.24L4.B1"          5669.839468          5723.287984                    1      0.1459605498641                    0           0.13212006          12.62100165
         "BPM.24L4.B1"        "BPM.23L4.B1"          5723.287984            5776.7365                    1      0.1309536751994                    0           0.11088122          12.75312171
         "BPM.23L4.B1"        "BPM.22L4.B1"            5776.7365          5830.185015                    1      0.1167395521903                    0            0.1320474          12.86400293
         "BPM.22L4.B1"        "BPM.21L4.B1"          5830.185015          5883.633531                    1      0.0951457164597                    0             0.110878          12.99605033
         "BPM.21L4.B1"        "BPM.20L4.B1"          5883.633531          5937.082047                    1      0.1535128064148                    0           0.13281551          13.10692833
         "BPM.20L4.B1"        "BPM.19L4.B1"          5937.082047          5990.530563                    1      0.1026567501299                    0           0.10821663          13.23974384
         "BPM.19L4.B1"        "BPM.18L4.B1"          5990.530563          6043.979079                    1      0.1317462888285                    0           0.12722923          13.34796047
         "BPM.18L4.B1"        "BPM.17L4.B1"          6043.979079          6097.427595                    1      0.0942644511271                    0           0.11022502           13.4751897
         "BPM.17L4.B1"        "BPM.16L4.B1"          6097.427595          6150.876111                    1      0.1537087318768                    0           0.13313113          13.58541472
         "BPM.16L4.B1"        "BPM.15L4.B1"          6150.876111          6204.324627                    1      0.1024913990077                    0           0.10888437          13.71854585
         "BPM.15L4.B1"        "BPM.14L4.B1"          6204.324627          6257.773143                    1       0.132970819339                    0           0.12703359          13.82743022
         "BPM.14L4.B1"        "BPM.13L4.B1"          6257.773143          6311.221659                    1      0.1063530161983                    0           0.10952016          13.95446381
         "BPM.13L4.B1"        "BPM.12L4.B1"          6311.221659          6364.670174                    1      0.1241714879837                    0           0.13280156          14.06398397
         "BPM.12L4.B1"        "BPM.11L4.B1"          6364.670174           6418.11869                    1      0.1257788718931                    0             0.105145          14.19678553
         "BPM.11L4.B1"        "BPM.10L4.B1"           6418.11869          6469.957401                    1      0.1281176483727                    0           0.11702914          14.30193053
         "BPM.10L4.B1"         "BPM.9L4.B1"          6469.957401          6509.022412                    1     0.02480105483153                    0           0.06060539          14.41895967
          "BPM.9L4.B1"         "BPM.8L4.B1"          6509.022412          6549.485422                    1     0.08132987567187                    0           0.08493501          14.47956506
          "BPM.8L4.B1"         "BPM.7L4.B1"          6549.485422          6588.549433                    1     0.07338991783716                    0           0.05275371          14.56450007
          "BPM.7L4.B1"       "BPMYB.6L4.B1"          6588.549433          6685.153433                    1      0.0720551584029                    0           0.07766639          14.61725378
        "BPMYB.6L4.B1"       "BPMYA.5L4.B1"          6685.153433          6722.153433                    1    0.009915219378269                    0           0.01509906          14.69492017
        "BPMYA.5L4.B1"      "BPMWI.A5L4.B1"          6722.153433          6798.755933                    1     0.05470981642331                    0           0.05620908          14.71001923
       "BPMWI.A5L4.B1"      "BPMWA.B5L4.B1"          6798.755933          6824.619933                    1     0.02573686142241                    0           0.01883382          14.76622831
       "BPMWA.B5L4.B1"      "BPMWA.A5R4.B1"          6824.619933          6881.553933                    1     0.03304025092709                    0           0.03771546          14.78506213
       "BPMWA.A5R4.B1"      "BPMWA.B5R4.B1"          6881.553933          6890.438933                    1    0.007774038177187                    0           0.00527836          14.82277759
       "BPMWA.B5R4.B1"       "BPMYB.5R4.B1"          6890.438933          6992.829433                    1     0.04946918090555                    0           0.04839181          14.82805595
        "BPMYB.5R4.B1"       "BPMYA.6R4.B1"          6992.829433          7024.393433                    1     0.01752021502471                    0           0.02131905          14.87644776
        "BPMYA.6R4.B1"         "BPM.8R4.B1"          7024.393433          7158.698443                    1       0.315118039798                    0           0.25151518          14.89776681
          "BPM.8R4.B1"        "BPM.10R4.B1"          7158.698443          7238.226465                    1      0.1439229981545                    0           0.27411185          15.14928199
         "BPM.10R4.B1"        "BPM.11R4.B1"          7238.226465          7290.065175                    1      0.1311089255713                    0           0.10787574          15.42339384
         "BPM.11R4.B1"        "BPM.12R4.B1"          7290.065175          7344.788691                    1      0.1680977692708                    0           0.11298456          15.53126958
         "BPM.12R4.B1"        "BPM.13R4.B1"          7344.788691          7398.237207                    1      0.1180518935713                    0           0.13228364          15.64425414
         "BPM.13R4.B1"        "BPM.14R4.B1"          7398.237207          7451.685723                    1     0.07944129388397                    0           0.11382747          15.77653778
         "BPM.14R4.B1"        "BPM.15R4.B1"          7451.685723          7505.134239                    1      0.1851442817125                    0           0.13608176          15.89036525
         "BPM.15R4.B1"        "BPM.17R4.B1"          7505.134239          7612.031271                    1       0.232174113756                    0           0.24996008          16.02644701
         "BPM.17R4.B1"        "BPM.18R4.B1"          7612.031271          7665.479786                    1     0.08283924278077                    0           0.11382766          16.27640709
         "BPM.18R4.B1"        "BPM.19R4.B1"          7665.479786          7718.928302                    1       0.171594746745                    0           0.13608179          16.39023475
         "BPM.19R4.B1"        "BPM.20R4.B1"          7718.928302          7772.376818                    1      0.1512013824494                    0           0.11379979          16.52631654
         "BPM.20R4.B1"        "BPM.21R4.B1"          7772.376818          7825.825334                    1     0.09702707577023                    0            0.1361602          16.64011633
         "BPM.21R4.B1"        "BPM.22R4.B1"          7825.825334           7879.27385                    1     0.06351420704397                    0           0.11382771          16.77627653
         "BPM.22R4.B1"        "BPM.23R4.B1"           7879.27385          7932.722366                    1      0.1916100735926                    0           0.13609044          16.89010424
         "BPM.23R4.B1"        "BPM.24R4.B1"          7932.722366          7986.170882                    1      0.1535524572642                    0           0.11384038          17.02619468
         "BPM.24R4.B1"        "BPM.25R4.B1"          7986.170882          8039.619398                    1     0.09269852557768                    0            0.1362054          17.14003506
         "BPM.25R4.B1"        "BPM.26R4.B1"          8039.619398          8093.067914                    1     0.06302207948279                    0           0.11382774          17.27624046
         "BPM.26R4.B1"        "BPM.27R4.B1"          8093.067914           8146.51643                    1      0.1891802682568                    0           0.13609044           17.3900682
         "BPM.27R4.B1"        "BPM.28R4.B1"           8146.51643          8199.964946                    1      0.1510064458514                    0           0.11384035          17.52615864
         "BPM.28R4.B1"        "BPM.29R4.B1"          8199.964946          8253.413461                    1      0.1024763358303                    0            0.1362054          17.63999899
         "BPM.29R4.B1"        "BPM.31R4.B1"          8253.413461          8360.310493                    1      0.2459796092844                    0           0.24991819          17.77620439
         "BPM.31R4.B1"        "BPM.32R4.B1"          8360.310493          8413.759009                    1      0.1440247668654                    0           0.11384034          18.02612258
         "BPM.32R4.B1"        "BPM.33R4.B1"          8413.759009          8467.207525                    1      0.1318686367748                    0           0.13620541          18.13996292
         "BPM.33R4.B1"        "BPM.32L5.B1"          8467.207525          8627.553073                    1      0.3863334659987                    0           0.36375852          18.27616833
         "BPM.32L5.B1"        "BPM.31L5.B1"          8627.553073          8681.001589                    1     0.08911472389416                    0            0.1362054          18.63992685
         "BPM.31L5.B1"        "BPM.30L5.B1"          8681.001589          8734.450105                    1     0.07210910278399                    0           0.11382781          18.77613225
         "BPM.30L5.B1"        "BPM.29L5.B1"          8734.450105           8787.89862                    1      0.1751213455291                    0           0.13609042          18.88996006
         "BPM.29L5.B1"        "BPM.28L5.B1"           8787.89862          8841.347136                    1      0.1521737657154                    0            0.1138403          19.02605048
         "BPM.28L5.B1"        "BPM.27L5.B1"          8841.347136          8894.795652                    1      0.1071450131289                    0           0.13620542          19.13989078
         "BPM.27L5.B1"        "BPM.26L5.B1"          8894.795652          8948.244168                    1     0.04968187988539                    0           0.11382782           19.2760962
         "BPM.26L5.B1"        "BPM.24L5.B1"          8948.244168            9055.1412                    1      0.3453048705073                    0           0.24993069          19.38992402
         "BPM.24L5.B1"        "BPM.23L5.B1"            9055.1412          9108.589716                    1     0.09908235346312                    0           0.13620541          19.63985471
         "BPM.23L5.B1"        "BPM.22L5.B1"          9108.589716          9162.038232                    1     0.06938044812405                    0           0.11382785          19.77606012
         "BPM.22L5.B1"        "BPM.21L5.B1"          9162.038232          9215.486748                    1       0.187536658663                    0           0.13609042          19.88988797
         "BPM.21L5.B1"        "BPM.20L5.B1"          9215.486748          9268.935264                    1      0.1380355425825                    0           0.11380673          20.02597839
         "BPM.20L5.B1"        "BPM.19L5.B1"          9268.935264          9322.383779                    1      0.1057081154746                    0            0.1361516          20.13978512
         "BPM.19L5.B1"        "BPM.18L5.B1"          9322.383779          9375.832295                    1     0.07700385288506                    0           0.11382076          20.27593672
         "BPM.18L5.B1"        "BPM.16L5.B1"          9375.832295          9482.729327                    1      0.3501293811942                    0           0.24989712          20.38975748
         "BPM.16L5.B1"        "BPM.15L5.B1"          9482.729327          9536.177843                    1     0.06446146977131                    0           0.13615156           20.6396546
         "BPM.15L5.B1"        "BPM.14L5.B1"          9536.177843          9589.626359                    1     0.08179086443371                    0           0.11382081          20.77580616
         "BPM.14L5.B1"        "BPM.13L5.B1"          9589.626359          9643.074875                    1      0.1577764400615                    0           0.13609044          20.88962697
         "BPM.13L5.B1"        "BPM.12L5.B1"          9643.074875          9696.523391                    1      0.1532723064352                    0           0.10780124          21.02571741
         "BPM.12L5.B1"        "BPM.11L5.B1"          9696.523391          9749.971907                    1     0.09018587965793                    0           0.12862506          21.13351865
         "BPM.11L5.B1"        "BPM.10L5.B1"          9749.971907          9802.752617                    1     0.05384608486467                    0           0.09380137          21.26214371
         "BPM.10L5.B1"         "BPM.9L5.B1"          9802.752617          9841.817628                    1      0.0425968729015                    0           0.07822721          21.35594508
          "BPM.9L5.B1"         "BPM.8L5.B1"          9841.817628          9882.280639                    1      0.1698204326154                    0           0.13650127          21.43417229
          "BPM.8L5.B1"        "BPMR.7L5.B1"          9882.280639          9921.346649                    1      0.2630918191274                    0           0.22952811          21.57067356
         "BPMR.7L5.B1"         "BPM.6L5.B1"          9921.346649          9958.240649                    1     0.09153794743442                    0           0.16332042          21.80020167
          "BPM.6L5.B1"        "BPMR.5L5.B1"          9958.240649          9990.140649                    1      0.3587056862881                    0             0.271199          21.96352209
         "BPMR.5L5.B1"       "BPMYA.4L5.B1"          9990.140649          10017.54665                    1     0.03416718145135                    0           0.01870576          22.23472109
        "BPMYA.4L5.B1"       "BPMWB.4L5.B1"          10017.54665          10038.68115                    1      0.9975142604159                    0    0.005833389999999          22.25342685
        "BPMWB.4L5.B1"       "BPMSY.4L5.B1"          10038.68115          10131.46115                    1      0.9985333493911                    0    0.007002759999999          22.25926024
        "BPMSY.4L5.B1"        "BPMS.2L5.B1"          10131.46115          10158.24665                    1    0.002281639833166                    0    0.001651820000003            22.266263
         "BPMS.2L5.B1"       "BPMSW.1L5.B1"          10158.24665          10168.21165                    1    0.002305730513306                    0    0.001074799999998          22.26791482
        "BPMSW.1L5.B1"       "BPMSW.1R5.B1"          10168.21165          10211.33965                    1      0.5037541194875                    0           0.49409435          22.26898962
        "BPMSW.1R5.B1"        "BPMS.2R5.B1"          10211.33965          10221.30465                    1      0.9940383333919                    0   0.0008371099999991          22.76308397
         "BPMS.2R5.B1"       "BPMSY.4R5.B1"          10221.30465          10248.09015                    1      0.9987905982373                    0    0.001144679999999          22.76392108
        "BPMSY.4R5.B1"       "BPMWB.4R5.B1"          10248.09015          10340.87015                    1     0.01474896453435                    0    0.008279330000001          22.76506576
        "BPMWB.4R5.B1"       "BPMYA.4R5.B1"          10340.87015          10362.00265                    1       0.991606527726                    0    0.002877760000001          22.77334509
        "BPMYA.4R5.B1"         "BPM.5R5.B1"          10362.00265          10383.12065                    1   0.0006169503773427                    0    0.004397010000002          22.77622285
          "BPM.5R5.B1"        "BPMR.6R5.B1"          10383.12065          10415.02065                    1     0.01569437666097                    0           0.01443184          22.78061986
         "BPMR.6R5.B1"       "BPM_A.7R5.B1"          10415.02065          10449.03465                    1      0.1111610123951                    0           0.06740087           22.7950517
        "BPM_A.7R5.B1"         "BPM.9R5.B1"          10449.03465          10529.54063                    1      0.3041014435058                    0           0.27622424          22.86245257
