@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.19_Qx0.313_Qy0.317_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.19_Qx0.313_Qy0.317_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis"
@ Date %s "28. June 2021, 09:52:23"
@ Q1 %le 0.30100635133449
@ MUX %le 0.0
@ Q2 %le 0.32900639333715176
@ MUY %le 0.0
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds.liny"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEY               STDPHY               PHYMDL               MUYMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
        "BPMWE.4L3.B1"        "BPMW.4L3.B1"          3475.217716          3502.762716                    1       0.039552281706                    0          0.046636373          8.131028754
         "BPMW.4L3.B1"        "BPMW.4R3.B1"          3502.762716          3547.727716                    1       0.033538475383                    0           0.03445102          8.177665127
         "BPMW.4R3.B1"       "BPMWE.4R3.B1"          3547.727716          3575.272716                    1       0.021019236195                    0          0.010820732          8.212116147
        "BPMWE.4R3.B1"        "BPMW.5R3.B1"          3575.272716          3650.400716                    1      0.0680361729281                    0          0.068410404          8.222936879
         "BPMW.5R3.B1"      "BPMWJ.A5R3.B1"          3650.400716          3679.118716                    1      0.0492509462031                    0          0.058594505          8.291347283
       "BPMWJ.A5R3.B1"       "BPMWC.6R3.B1"          3679.118716          3718.936716                    1      0.0722272501694                    0          0.042873041          8.349941788
        "BPMWC.6R3.B1"       "BPM_A.7R3.B1"          3718.936716          3786.839216                    1      0.0582005492424                    0          0.080255214          8.392814829
        "BPM_A.7R3.B1"         "BPM.8R3.B1"          3786.839216          3825.903227                    1       0.075813305994                    0          0.066628924          8.473070043
          "BPM.8R3.B1"         "BPM.9R3.B1"          3825.903227          3864.968238                    1       0.048151244289                    0          0.057142253          8.539698967
          "BPM.9R3.B1"        "BPM.10R3.B1"          3864.968238          3905.431248                    1        0.06735517724                    0           0.06605826           8.59684122
         "BPM.10R3.B1"        "BPM.11R3.B1"          3905.431248          3958.211959                    1       0.090655687628                    0          0.098176424           8.66289948
         "BPM.11R3.B1"        "BPM.12R3.B1"          3958.211959          4012.935475                    1       0.129430867608                    0          0.113376614          8.761075904
         "BPM.12R3.B1"        "BPM.13R3.B1"          4012.935475          4066.383991                    1       0.128903815078                    0          0.116367218          8.874452518
         "BPM.13R3.B1"        "BPM.14R3.B1"          4066.383991          4119.832506                    1       0.111684644743                    0          0.140606463          8.990819736
         "BPM.14R3.B1"        "BPM.16R3.B1"          4119.832506          4226.729538                    1      0.2724246623283                    0          0.225647171          9.131426199
         "BPM.16R3.B1"        "BPM.17R3.B1"          4226.729538          4280.178054                    1      0.1090244275667                    0          0.110997557           9.35707337
         "BPM.17R3.B1"        "BPM.18R3.B1"          4280.178054           4333.62657                    1       0.112280305353                    0          0.141474327          9.468070927
         "BPM.18R3.B1"        "BPM.19R3.B1"           4333.62657          4387.075086                    1       0.105637754399                    0           0.10839111          9.609545254
         "BPM.19R3.B1"        "BPM.20R3.B1"          4387.075086          4440.523602                    1       0.160070532967                    0          0.119327823          9.717936364
         "BPM.20R3.B1"        "BPM.21R3.B1"          4440.523602          4493.972118                    1       0.094531170028                    0          0.108439535          9.837264187
         "BPM.21R3.B1"        "BPM.22R3.B1"          4493.972118          4547.420634                    1        0.10836989058                    0          0.141482768          9.945703722
         "BPM.22R3.B1"        "BPM.23R3.B1"          4547.420634           4600.86915                    1       0.114522516242                    0           0.11415838          10.08718649
         "BPM.23R3.B1"        "BPM.24R3.B1"           4600.86915          4654.317666                    1      0.1411732273078                    0           0.12341409          10.20134487
         "BPM.24R3.B1"        "BPM.25R3.B1"          4654.317666          4707.766181                    1      0.1035072669469                    0           0.10659155          10.32475896
         "BPM.25R3.B1"        "BPM.26R3.B1"          4707.766181          4761.214697                    1      0.1317745273263                    0           0.14062705          10.43135051
         "BPM.26R3.B1"        "BPM.27R3.B1"          4761.214697          4814.663213                    1       0.100097888421                    0           0.11556657          10.57197756
         "BPM.27R3.B1"        "BPM.28R3.B1"          4814.663213          4868.111729                    1       0.150721857342                    0           0.12423808          10.68754413
         "BPM.28R3.B1"        "BPM.29R3.B1"          4868.111729          4921.560245                    1       0.109785910876                    0           0.10542465          10.81178221
         "BPM.29R3.B1"        "BPM.31R3.B1"          4921.560245          5028.457277                    1       0.220189350245                    0           0.25633375          10.91720686
         "BPM.31R3.B1"        "BPM.32R3.B1"          5028.457277          5081.905793                    1      0.1538623213211                    0           0.12529874          11.17354061
         "BPM.32R3.B1"        "BPM.33R3.B1"          5081.905793          5135.354309                    1      0.1205382560329                    0           0.10443173          11.29883935
         "BPM.33R3.B1"        "BPM.34R3.B1"          5135.354309          5188.802825                    1       0.138066248938                    0           0.13812715          11.40327108
         "BPM.34R3.B1"        "BPM.33L4.B1"          5188.802825           5242.25134                    1       0.096501741801                    0           0.11792949          11.54139823
         "BPM.33L4.B1"        "BPM.32L4.B1"           5242.25134          5295.699856                    1       0.133791510761                    0           0.12657158          11.65932772
         "BPM.32L4.B1"        "BPM.31L4.B1"          5295.699856          5349.148372                    1       0.111841634304                    0           0.10363533           11.7858993
         "BPM.31L4.B1"        "BPM.30L4.B1"          5349.148372          5402.596888                    1       0.127826122181                    0           0.13657905          11.88953463
         "BPM.30L4.B1"        "BPM.29L4.B1"          5402.596888          5456.045404                    1       0.114954934691                    0           0.11879167          12.02611368
         "BPM.29L4.B1"        "BPM.28L4.B1"          5456.045404           5509.49392                    1      0.1205006650679                    0           0.12802546          12.14490535
         "BPM.28L4.B1"        "BPM.27L4.B1"           5509.49392          5562.942436                    1       0.145613782589                    0           0.10305259          12.27293081
         "BPM.27L4.B1"        "BPM.26L4.B1"          5562.942436          5616.390952                    1      0.1003622770811                    0           0.13490629           12.3759834
         "BPM.26L4.B1"        "BPM.25L4.B1"          5616.390952          5669.839468                    1       0.104800400537                    0           0.11939081          12.51088969
         "BPM.25L4.B1"        "BPM.24L4.B1"          5669.839468          5723.287984                    1       0.144607598537                    0           0.12962275           12.6302805
         "BPM.24L4.B1"        "BPM.23L4.B1"          5723.287984            5776.7365                    1       0.121741588847                    0           0.10269544          12.75990325
         "BPM.23L4.B1"        "BPM.22L4.B1"            5776.7365          5830.185015                    1        0.11877037912                    0            0.1331674          12.86259869
         "BPM.22L4.B1"        "BPM.21L4.B1"          5830.185015          5883.633531                    1       0.102944897596                    0           0.11970148          12.99576609
         "BPM.21L4.B1"        "BPM.20L4.B1"          5883.633531          5937.082047                    1      0.1531470619448                    0            0.1319703          13.11546757
         "BPM.20L4.B1"        "BPM.19L4.B1"          5937.082047          5990.530563                    1       0.094883467676                    0           0.10007195          13.24743787
         "BPM.19L4.B1"        "BPM.18L4.B1"          5990.530563          6043.979079                    1      0.1309763610432                    0           0.12608741          13.34750982
         "BPM.18L4.B1"        "BPM.17L4.B1"          6043.979079          6097.427595                    1       0.101830530492                    0           0.11891301          13.47359723
         "BPM.17L4.B1"        "BPM.16L4.B1"          6097.427595          6150.876111                    1       0.155798621537                    0           0.13495374          13.59251024
         "BPM.16L4.B1"        "BPM.15L4.B1"          6150.876111          6204.324627                    1       0.094827536617                    0           0.10094873          13.72746398
         "BPM.15L4.B1"        "BPM.14L4.B1"          6204.324627          6257.773143                    1       0.130126508894                    0           0.12354045          13.82841271
         "BPM.14L4.B1"        "BPM.13L4.B1"          6257.773143          6311.221659                    1       0.114407505228                    0           0.11740947          13.95195316
         "BPM.13L4.B1"        "BPM.12L4.B1"          6311.221659          6364.670174                    1       0.128131590784                    0           0.13723662          14.06936263
         "BPM.12L4.B1"        "BPM.11L4.B1"          6364.670174           6418.11869                    1      0.1174121122842                    0           0.09830099          14.20659925
         "BPM.11L4.B1"        "BPM.10L4.B1"           6418.11869          6469.957401                    1      0.1239098663528                    0           0.11099936          14.30490024
         "BPM.10L4.B1"         "BPM.9L4.B1"          6469.957401          6509.022412                    1       0.025804610959                    0           0.06231795           14.4158996
          "BPM.9L4.B1"         "BPM.8L4.B1"          6509.022412          6549.485422                    1        0.08760009479                    0           0.09170478          14.47821755
          "BPM.8L4.B1"         "BPM.7L4.B1"          6549.485422          6588.549433                    1       0.078390785505                    0           0.05643099          14.56992233
          "BPM.7L4.B1"       "BPMYB.6L4.B1"          6588.549433          6685.153433                    1        0.07217946721                    0           0.07843779          14.62635332
        "BPMYB.6L4.B1"       "BPMYA.5L4.B1"          6685.153433          6722.153433                    1       0.009582116694                    0           0.01459899          14.70479111
        "BPMYA.5L4.B1"      "BPMWI.A5L4.B1"          6722.153433          6798.755933                    1       0.054621767374                    0           0.05616309           14.7193901
       "BPMWI.A5L4.B1"      "BPMWA.B5L4.B1"          6798.755933          6824.619933                    1       0.026769459865                    0           0.01955429          14.77555319
       "BPMWA.B5L4.B1"      "BPMWA.A5R4.B1"          6824.619933          6881.553933                    1       0.035214061448                    0           0.04010358          14.79510748
       "BPMWA.A5R4.B1"      "BPMWA.B5R4.B1"          6881.553933          6890.438933                    1       0.008389373141                    0           0.00569088          14.83521106
       "BPMWA.B5R4.B1"       "BPMYB.5R4.B1"          6890.438933          6992.829433                    1       0.053723222341                    0           0.05253787          14.84090194
        "BPMYB.5R4.B1"       "BPMYA.6R4.B1"          6992.829433          7024.393433                    1       0.018942714917                    0           0.02306948          14.89343981
        "BPMYA.6R4.B1"         "BPM.8R4.B1"          7024.393433          7158.698443                    1       0.305614051137                    0           0.24539897          14.91650929
          "BPM.8R4.B1"        "BPM.10R4.B1"          7158.698443          7238.226465                    1      0.1499683909667                    0           0.28199329          15.16190826
         "BPM.10R4.B1"        "BPM.11R4.B1"          7238.226465          7290.065175                    1      0.1380863948403                    0           0.10849361          15.44390155
         "BPM.11R4.B1"        "BPM.12R4.B1"          7290.065175          7344.788691                    1        0.15791191054                    0           0.10485456          15.55239516
         "BPM.12R4.B1"        "BPM.13R4.B1"          7344.788691          7398.237207                    1       0.115537702853                    0           0.12896347          15.65724972
         "BPM.13R4.B1"        "BPM.14R4.B1"          7398.237207          7451.685723                    1       0.084874957339                    0           0.12230832          15.78621319
         "BPM.14R4.B1"        "BPM.15R4.B1"          7451.685723          7505.134239                    1       0.190842984735                    0           0.13926727          15.90852151
         "BPM.15R4.B1"        "BPM.17R4.B1"          7505.134239          7612.031271                    1      0.2209263702222                    0           0.23828861          16.04778878
         "BPM.17R4.B1"        "BPM.18R4.B1"          7612.031271          7665.479786                    1      0.0884020622552                    0           0.12230305          16.28607739
         "BPM.18R4.B1"        "BPM.19R4.B1"          7665.479786          7718.928302                    1      0.1779185147116                    0           0.13928345          16.40838044
         "BPM.19R4.B1"        "BPM.20R4.B1"          7718.928302          7772.376818                    1       0.140649903018                    0           0.10575904          16.54766389
         "BPM.20R4.B1"        "BPM.21R4.B1"          7772.376818          7825.825334                    1       0.095785990584                    0            0.1325188          16.65342293
         "BPM.21R4.B1"        "BPM.22R4.B1"          7825.825334           7879.27385                    1       0.067552770728                    0           0.12229762          16.78594173
         "BPM.22R4.B1"        "BPM.23R4.B1"           7879.27385          7932.722366                    1       0.199217729935                    0           0.13930787          16.90823935
         "BPM.23R4.B1"        "BPM.24R4.B1"          7932.722366          7986.170882                    1       0.142834681066                    0            0.1058006          17.04754722
         "BPM.24R4.B1"        "BPM.25R4.B1"          7986.170882          8039.619398                    1      0.0918214543916                    0           0.13255644          17.15334782
         "BPM.25R4.B1"        "BPM.26R4.B1"          8039.619398          8093.067914                    1      0.0670831907239                    0           0.12229613          17.28590426
         "BPM.26R4.B1"        "BPM.27R4.B1"          8093.067914           8146.51643                    1      0.1967826857635                    0           0.13931233          17.40820039
         "BPM.27R4.B1"        "BPM.28R4.B1"           8146.51643          8199.964946                    1       0.140441953678                    0           0.10580178          17.54751272
         "BPM.28R4.B1"        "BPM.29R4.B1"          8199.964946          8253.413461                    1       0.101609629244                    0           0.13255229           17.6533145
         "BPM.29R4.B1"        "BPM.31R4.B1"          8253.413461          8360.310493                    1       0.257434213405                    0           0.26161141          17.78586679
         "BPM.31R4.B1"        "BPM.32R4.B1"          8360.310493          8413.759009                    1       0.133875227288                    0           0.10580296           18.0474782
         "BPM.32R4.B1"        "BPM.33R4.B1"          8413.759009          8467.207525                    1      0.1317385489239                    0           0.13254817          18.15328116
         "BPM.33R4.B1"        "BPM.32L5.B1"          8467.207525          8627.553073                    1      0.3854723155481                    0            0.3674185          18.28582933
         "BPM.32L5.B1"        "BPM.31L5.B1"          8627.553073          8681.001589                    1       0.088687450784                    0           0.13254402          18.65324783
         "BPM.31L5.B1"        "BPM.30L5.B1"          8681.001589          8734.450105                    1       0.077086251985                    0           0.12229162          18.78579185
         "BPM.30L5.B1"        "BPM.29L5.B1"          8734.450105           8787.89862                    1       0.181773231055                    0           0.13932569          18.90808347
         "BPM.29L5.B1"        "BPM.28L5.B1"           8787.89862          8841.347136                    1       0.141569582404                    0           0.10580533          19.04740916
         "BPM.28L5.B1"        "BPM.27L5.B1"          8841.347136          8894.795652                    1      0.1064097973962                    0            0.1325399          19.15321449
         "BPM.27L5.B1"        "BPM.26L5.B1"          8894.795652          8948.244168                    1     0.05301971154772                    0           0.12229012          19.28575439
         "BPM.26L5.B1"        "BPM.24L5.B1"          8948.244168            9055.1412                    1      0.3425838979151                    0           0.24513666          19.40804451
         "BPM.24L5.B1"        "BPM.23L5.B1"            9055.1412          9108.589716                    1       0.098201420453                    0           0.13253575          19.65318117
         "BPM.23L5.B1"        "BPM.22L5.B1"          9108.589716          9162.038232                    1       0.074148972508                    0           0.12228861          19.78571692
         "BPM.22L5.B1"        "BPM.21L5.B1"          9162.038232          9215.486748                    1       0.193893906319                    0            0.1393346          19.90800553
         "BPM.21L5.B1"        "BPM.20L5.B1"          9215.486748          9268.935264                    1       0.128129862953                    0           0.10577674          20.04734013
         "BPM.20L5.B1"        "BPM.19L5.B1"          9268.935264          9322.383779                    1      0.1045157544441                    0           0.13247187          20.15311687
         "BPM.19L5.B1"        "BPM.18L5.B1"          9322.383779          9375.832295                    1       0.082466853348                    0           0.12227571          20.28558874
         "BPM.18L5.B1"        "BPM.16L5.B1"          9375.832295          9482.729327                    1      0.3443352282709                    0           0.24513181          20.40786445
         "BPM.16L5.B1"        "BPM.15L5.B1"          9482.729327          9536.177843                    1       0.064472263834                    0           0.13245689          20.65299626
         "BPM.15L5.B1"        "BPM.14L5.B1"          9536.177843          9589.626359                    1       0.087257712721                    0           0.12227017          20.78545315
         "BPM.14L5.B1"        "BPM.13L5.B1"          9589.626359          9643.074875                    1       0.164731395117                    0           0.13936687          20.90772332
         "BPM.13L5.B1"        "BPM.12L5.B1"          9643.074875          9696.523391                    1       0.142974862379                    0           0.10024219          21.04709019
         "BPM.12L5.B1"        "BPM.11L5.B1"          9696.523391          9749.971907                    1      0.0876362215582                    0           0.12402765          21.14733238
         "BPM.11L5.B1"        "BPM.10L5.B1"          9749.971907          9802.752617                    1       0.056165254844                    0           0.09978818          21.27136003
         "BPM.10L5.B1"         "BPM.9L5.B1"          9802.752617          9841.817628                    1      0.0459674874576                    0           0.08411958          21.37114821
          "BPM.9L5.B1"         "BPM.8L5.B1"          9841.817628          9882.280639                    1      0.1766543078532                    0           0.13414777          21.45526779
          "BPM.8L5.B1"        "BPMR.7L5.B1"          9882.280639          9921.346649                    1       0.251489623803                    0            0.2216547          21.58941556
         "BPMR.7L5.B1"         "BPM.6L5.B1"          9921.346649          9958.240649                    1       0.098441568181                    0           0.17458055          21.81107026
          "BPM.6L5.B1"        "BPMR.5L5.B1"          9958.240649          9990.140649                    1      0.3507732213325                    0           0.25801514          21.98565081
         "BPMR.5L5.B1"       "BPMYA.4L5.B1"          9990.140649          10017.54665                    1      0.0345964412299                    0           0.01880429          22.24366595
        "BPMYA.4L5.B1"       "BPMWB.4L5.B1"          10017.54665          10038.68115                    1      0.9974414412932                    0    0.005940219999999          22.26247024
        "BPMWB.4L5.B1"       "BPMSY.4L5.B1"          10038.68115          10131.46115                    1      0.9984933984538                    0    0.007178420000002          22.26841046
        "BPMSY.4L5.B1"        "BPMS.2L5.B1"          10131.46115          10158.24665                    1       0.002344759258                    0    0.001700719999999          22.27558888
         "BPMS.2L5.B1"       "BPMSW.1L5.B1"          10158.24665          10168.21165                    1      0.0023750082455                    0    0.001108139999999           22.2772896
        "BPMSW.1L5.B1"       "BPMSW.1R5.B1"          10168.21165          10211.33965                    1      0.5038786173791                    0           0.49392599          22.27839774
        "BPMSW.1R5.B1"        "BPMS.2R5.B1"          10211.33965          10221.30465                    1       0.993847395513                    0   0.0008587599999998          22.77232373
         "BPMS.2R5.B1"       "BPMSY.4R5.B1"          10221.30465          10248.09015                    1       0.998756342072                    0    0.001175490000001          22.77318249
        "BPMSY.4R5.B1"       "BPMWB.4R5.B1"          10248.09015          10340.87015                    1       0.015268810211                    0    0.008542419999998          22.77435798
        "BPMWB.4R5.B1"       "BPMYA.4R5.B1"          10340.87015          10362.00265                    1       0.991283604376                    0    0.002985560000003           22.7829004
        "BPMYA.4R5.B1"         "BPM.5R5.B1"          10362.00265          10383.12065                    1       0.000638274464                    0    0.004577649999998          22.78588596
          "BPM.5R5.B1"        "BPMR.6R5.B1"          10383.12065          10415.02065                    1       0.016363704282                    0           0.01515396          22.79046361
         "BPMR.6R5.B1"       "BPM_A.7R5.B1"          10415.02065          10449.03465                    1       0.119819808458                    0            0.0726089          22.80561757
        "BPM_A.7R5.B1"         "BPM.9R5.B1"          10449.03465          10529.54063                    1       0.294851566396                    0           0.27386649          22.87822647
          "BPM.9R5.B1"        "BPM.10R5.B1"          10529.54063          10570.00562                    1       0.062154175453                    0           0.09339076          23.15209296
         "BPM.10R5.B1"        "BPM.11R5.B1"          10570.00562          10622.78831                    1     0.07165971598284                    0           0.13014013          23.24548372
