@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.19_Qx0.313_Qy0.317_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.19_Qx0.313_Qy0.317_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis"
@ Date %s "28. June 2021, 09:52:23"
@ CG %le 0.00040556693152738057
@ QG %le 0.9374333342772697
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds"
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.13R2.B1"          733.6687742                    1      0.1104673698335     0.00171581054708     -0.1000237236371      0.0468859734644     0.02191892989608    0.002452961098451      0.0201432522951   -0.008642272546352       1.720254166029     0.01043191107746      0.9347071523534   0.0003342507603773                    0                    0                    0                    0
         "BPM.14R2.B1"          787.1172901                    1      0.1125875844598    0.002336091150947    -0.09191269133741     0.06502323696659     0.02392365883227    0.001971588390665   -0.008939879226876    -0.02219053877966       1.607382217593     0.00760731171759       0.688465963573      0.0160354924571                    0                    0                    0                    0
         "BPM.15R2.B1"           840.565806                    1      0.1042357485086    0.001032638291686     -0.0999965814075     0.02942405434257      0.0234289066663    0.001684023559982    -0.02279248775347     0.00542366754014       1.817084214943      0.0193158061996      0.4624287383492     0.02974400941869                    0                    0                    0                    0
         "BPM.16R2.B1"          894.0143219                    1      0.1083836892115   0.0009241053187845    -0.07076348720923     0.08209478037655     0.02468903681736    0.001394382207547     0.01875920703085     0.01605118969244       1.452308953538     0.08339712170215      0.1125486559895      0.1433782987293                    0                    0                    0                    0
         "BPM.18R2.B1"          1000.911354                    1      0.1016040950614    0.002204641014424    -0.07766195026303     0.06551346132358     0.02029868561742    0.002166836856505   -0.006550024314085    -0.01921285557328       1.553262736523    0.002865243404456      0.6971191159247     0.02865334872874                    0                    0                    0                    0
         "BPM.19R2.B1"           1054.35987                    1      0.1135263329336    0.001304747694488    -0.09153160109196     0.06715797994949     0.02195764042538    0.002195780768878    -0.02182277224275    0.002429935120765       1.596379200608     0.00349701410351       0.481944076614     0.02031569072649                    0                    0                    0                    0
         "BPM.20R2.B1"          1107.808386                    1       0.105231687194   0.0008999662570874    -0.07512620493613     0.07368691418154     0.02153366517531   0.0006598636433607    0.004222156623472     0.02111568443904       1.505550665014     0.01692945198496      0.2184062073954   0.0004813651202321                    0                    0                    0                    0
         "BPM.21R2.B1"          1161.256901                    1      0.1198292796482    0.001847356005007    -0.08439097610358     0.08507184853579     0.01867095428092    0.002062451713804     0.01858346328785   -0.001805388043998       1.496839291705     0.01443332438412      0.9837557643969     0.02158778929639                    0                    0                    0                    0
         "BPM.22R2.B1"          1214.705417                    1     0.09375021956432    0.002095074912987    -0.07697991647894     0.05350884158018     0.02295039939869    0.001994719759734  -0.0001266514603954    -0.02295004993387       1.612648074945      0.0551624026648      0.7484896911374     0.02606434330431                    0                    0                    0                    0
         "BPM.23R2.B1"          1268.153933                    1      0.1031336334013    0.001153585694603    -0.07788106467162     0.06760980775126     0.02363489284793    0.001708316598343     -0.0235897030974    0.001460844861606       1.544247179702     0.01219265836729      0.4897430168431    0.004515672783817                    0                    0                    0                    0
         "BPM.24R2.B1"          1321.602449                    1      0.1075993594158   0.0009808218285056    -0.06317652041674     0.08709965220786     0.02270927324112   0.0006963930522873    0.003420820225635     0.02245014655016       1.398933558472   0.0001272971292042      0.2257434141497     0.01292082554404                    0                    0                    0                    0
         "BPM.25R2.B1"          1375.050965                    1      0.1048528044362    0.001738836472012    -0.07496347027744     0.07331158654742      0.0210714228488    0.002816098899525     0.02062234975922   -0.004327071906179       1.506485299789     0.01591686234536      0.9662670421425    0.007700188326056                    0                    0                    0                    0
         "BPM.26R2.B1"          1428.499481                    1      0.1216799402537    0.001964784186081    -0.04956967993452      0.1111254007476     0.02437050015981    0.001726331504594    0.001684722626416    -0.02431219833152        1.26660322674     0.01522956433913      0.7603690568798     0.03225867358529                    0                    0                    0                    0
         "BPM.27R2.B1"          1481.947997                    1      0.1246041423746    0.001780395182029    -0.09030743227177     0.08585313024804     0.02966406851426    0.001699377200503    -0.02848941772199    0.008264988728389        1.51548339578       0.029731237275      0.4546776595807    0.005421179647642                    0                    0                    0                    0
         "BPM.28R2.B1"          1535.396513                    1      0.1367561030561    0.001081167691801    -0.07786369452586      0.1124254277193     0.01885831069679    0.001800105155961    0.007941990790297     0.01710440483102       1.385061359395     0.04068672119588      0.1806624868463     0.05636417320732                    0                    0                    0                    0
         "BPM.29R2.B1"          1588.845029                    1      0.1184086830646    0.001827610827548    -0.07378102358157     0.09261196890444     0.02160325558611    0.002125827587123     0.02160152745019  -0.0002732466604124       1.427682989815     0.01949681832402      0.9971449209499     0.01769801782574                    0                    0                    0                    0
         "BPM.30R2.B1"          1642.293545                    1      0.1010387855241    0.002020136591283    -0.04660779802684     0.08964680330757     0.02034936657728    0.001984451022455    0.001601829736307    -0.02028622344332       1.304698221177      0.0160242442692       0.761897753451     0.02212815901286                    0                    0                    0                    0
         "BPM.31R2.B1"           1695.74206                    1       0.116822392971    0.001405725093485    -0.07545759678361     0.08918308464672      0.0224283208975    0.001837429313553     -0.0224283194285  -8.117544488001e-06       1.446467187564   0.0007780581308686      0.4996357207579     0.02336555190729                    0                    0                    0                    0
         "BPM.32R2.B1"          1749.190576                    1      0.1078692277632   0.0007832213681039    -0.05611838544781     0.09212218578046     0.02204619390312   0.0008021114987155    0.000975479051503     0.02202460229457       1.347775608012     0.02468693874434      0.2427505894913    0.008980279282265                    0                    0                    0                    0
         "BPM.33R2.B1"          1802.639092                    1     0.09940148517481    0.001203773971247     -0.0799741100673     0.05903216897507     0.02279682840313    0.001088162383708     0.02099905453963   -0.008873279759112       1.594551582351      0.1005927687153      0.9355800481507      0.0533047020793                    0                    0                    0                    0
         "BPM.33L3.B1"          1909.536124                    1      0.1142834511287    0.001434662528039    -0.03424126681993      0.1090332190135     0.01776201574789    0.002737297942796    -0.01682957464825   -0.005679315151262       1.193237188318     0.04930045610715      0.5513330826714     0.02621968089613                    0                    0                    0                    0
         "BPM.31L3.B1"          2016.433156                    1      0.1073310584654    0.001606360497838     -0.0413426599121     0.09904918264525     0.02311557780581    0.002397233162973     0.02311336983437  -0.0003194873956483       1.251222990879     0.02998943279116       0.996958389158     0.02997734642732                    0                    0                    0                    0
         "BPM.30L3.B1"          2069.881672                    1      0.1057913769163    0.002098339543283     -0.0196242836626      0.1039552928935     0.02221768708793    0.002168767388305     0.00459534035925    -0.02173725986687       1.118330401898    0.007091197941158      0.7824970372956     0.01083518364279                    0                    0                    0                    0
         "BPM.29L3.B1"          2123.330188                    1      0.1010039807549    0.001471763993142    -0.02527718526045     0.09778991785273     0.02061570704788    0.002293344358209    -0.02001742442594   -0.004930526993728       1.160564290538     0.02712200705126      0.5379823532949   0.0007929581980612                    0                    0                    0                    0
         "BPM.27L3.B1"           2230.22722                    1      0.1373944160646    0.001905991767531    -0.02600170392837      0.1349115894153     0.03213427327116    0.001764277759632     0.03138423923096   -0.006902249384025       1.120759004383     0.04614600362837      0.9647313925802     0.07699886396653                    0                    0                    0                    0
         "BPM.25L3.B1"          2337.124251                    1      0.1130783825041     0.00113143251367    -0.01121677036159      0.1125206854423     0.01981297931948    0.001775974599632    -0.01831504408358   -0.007557334829872       1.062825213618    0.001875912045698      0.5618103619143    0.004052891277819                    0                    0                    0                    0
         "BPM.24L3.B1"          2390.572767                    1      0.1082912342166   0.0008552035460432   -0.003983120237861      0.1082179567416     0.02254722601462   0.0009490990625757   -0.004724547676927     0.02204667889281       1.023009104421     0.01279728700912      0.2833590745704     0.02315632927829                    0                    0                    0                    0
         "BPM.23L3.B1"          2444.021283                    1      0.1036242749805    0.001714767814319   -0.009607441235743      0.1031779406566     0.02183979726686     0.00254243372677     0.02174356922926    0.002047911577624       1.058682165414    0.005914467482876     0.01493326177826     0.01165101618384                    0                    0                    0                    0
         "BPM.22L3.B1"          2497.469799                    1      0.1209640481568    0.001844489867267     0.01185991080002       0.120381242153     0.02508297024933    0.001981219904676    0.008138463168652    -0.02372595232612      0.9371047824154    0.009044826885386      0.8019144497976    0.001431774676152                    0                    0                    0                    0
         "BPM.21L3.B1"          2550.918315                    1      0.1062596593467    0.001120530163333   -0.005293250040579      0.1061277376961     0.02377044700951   0.0005974282899495    -0.02322864132427   -0.005046223663298        1.03131050675     0.02138846695504      0.5335954834255     0.03635044882651                    0                    0                    0                    0
         "BPM.20L3.B1"          2604.366831                    1      0.1318845540083    0.001098136989404    0.002202206242218      0.1318661665236      0.0269259136409    0.001264898742577   -0.003908514315062     0.02664072711557      0.9889709034029    0.004476880222099      0.2729540623491    0.003249356195563                    0                    0                    0                    0
         "BPM.18L3.B1"          2711.263863                    1      0.1231451579182    0.001217209142825    -0.05027314657485      0.1124159270395     0.02146810358141    0.001366452333872   -0.003406146414668    -0.02119617036127       1.267206368798     0.07640204396806      0.7240298305475     0.07332954162538                    0                    0                    0                    0
         "BPM.16L3.B1"          2818.160894                    1      0.1190443258405    0.001199457171586     0.01581010473605      0.1179897966057     0.02131902656613   0.0008349639148611    -0.01124647893062     0.01811125631728      0.9148324348447    0.004361834008453      0.3381558163681    0.004927670007782                    0                    0                    0                    0
         "BPM.15L3.B1"           2871.60941                    1      0.1128913404485    0.001646029604735     0.01745407046612       0.111533896966     0.02165521709062    0.002019614856368     0.02018336369376    0.007847308917539      0.9008133104655     0.01712287757611     0.05896721941539    0.005902155998357                    0                    0                    0                    0
         "BPM.14L3.B1"          2925.057926                    1      0.1274523597505    0.002229482964697     0.04393158248258      0.1196416318283      0.0222256333323    0.002343974287655     0.01307829334689    -0.01797044852402      0.7756555047549    0.004530062129867      0.8494102163769     0.04324237712046                    0                    0                    0                    0
         "BPM.13L3.B1"          2978.506442                    1      0.1126547478987   0.0009896813798225     0.01817389996887       0.111179141857     0.02362129592269     0.00121455957847    -0.01714171660721    -0.01625198981126      0.8964861736781     0.03436892688679      0.6202368348663      0.0313803210514                    0                    0                    0                    0
         "BPM.12L3.B1"          3031.954958                    1      0.1390040455539    0.001205827855967     0.08183572254087      0.1123611996934     0.03005065755452    0.001002145742214    0.003402359744637     0.02985742734442      0.5990157190326      0.0770830890857      0.2317459442896      0.1027493230294                    0                    0                    0                    0
         "BPM.10L3.B1"          3138.184185                    1      0.1163548708244    0.002350797243166     0.06588828036823     0.09590198368477     0.02175740288971    0.003479204289696    0.007898555987309    -0.02027307065593      0.6165235279612     0.02650313018496      0.8084459742415     0.02723009868958                    0                    0                    0                    0
          "BPM.9L3.B1"          3177.249195                    1      0.1121435799629    0.001629886831216     0.02420682106452      0.1094998280402     0.02266955041247    0.003332150118422    -0.01423146096483     -0.0176457936832      0.8611450499684    0.001737346439854      0.6414405224476    0.007126824337278                    0                    0                    0                    0
          "BPM.8L3.B1"          3217.712206                    1      0.1022590719369    0.001481435267885     -0.0484820721192     0.09003558450089     0.02457547849661     0.00177043648737    -0.01742241677162     0.01733244175452       1.313931144419     0.01402205315069      0.3750953037625     0.03787000097087                    0                    0                    0                    0
          "BPM.7L3.B1"          3256.776216                    1      0.1031133268434   0.0008679560056918    -0.09667647573933     0.03586108212718     0.02267633325418   0.0008688570009864     0.01347272143762      0.0182401169656       1.773154866686    0.008942234529432      0.1486224623945    0.001061789537964                    0                    0                    0                    0
          "BPM.6L3.B1"          3329.415216                    1      0.2265318381517    0.007512724644776     -0.2256664272283     0.01978224755609     0.05980005296244     0.00401408078858      0.0112704069869    -0.05872839399013       1.943552459042      0.1104458405214      0.7795179077176      0.2400355864917                    0                    0                    0                    0
         "BPMW.5L3.B1"          3400.089716                    1      0.1153597034303    0.002328144323637    -0.07345928799342     0.08894714263554     0.01867049917575    0.001480931873288   -0.005170564873792    -0.01794025636265       1.438892384093    0.009039714995784      0.7047451462751    0.002658607700264                    0                    0                    0                    0
        "BPMWE.4L3.B1"          3475.217716                    1      0.1107206927586    0.006575926419452    -0.06945034163356     0.08623063174957     0.03058214203374     0.01246774568915    -0.01733727421964    -0.02519298184028       1.431068549423     0.08915403030629      0.6535178447236     0.01590850274532                    0                    0                    0                    0
         "BPMW.4L3.B1"          3502.762716                    1     0.09110316605052    0.003346281557038    -0.07952926542989     0.04443965351586      0.0265691631869    0.003536100862472    -0.02656868086493   0.0001600923155216       1.674928209592      0.0179454894342      0.4986199821849      0.0902069690716                    0                    0                    0                    0
         "BPMW.4R3.B1"          3547.727716                    1      0.1283635682154    0.002330662057887     0.01783733921346      0.1271181929339     0.02007126644149    0.001678391555228   0.0006403249842648     0.02006104983494      0.9108815354318      0.1120778682726      0.2447150539894     0.06890981889576                    0                    0                    0                    0
        "BPMWE.4R3.B1"          3575.272716                    1      0.1146550924029    0.002794473648306      0.0428482998468      0.1063476065276     0.01502152458091    0.005056680737178    0.003345650484926     0.01464420785046      0.7558633423357     0.04940066625638       0.214071843956     0.01556719387652                    0                    0                    0                    0
         "BPMW.5R3.B1"          3650.400716                    1       0.195430876352     0.01167397413282      0.1699395286337     0.09650794806377     0.04282016840535     0.01332737694739     0.04250337973459    0.005198993498705       0.328668306472      0.0383658987865     0.01935518472143     0.01857343672765                    0                    0                    0                    0
       "BPMWJ.A5R3.B1"          3679.118716                    1      0.1315557871755    0.002234334301304     0.06141989490476      0.1163379630613     0.02247430693323    0.002515874480374     0.02098854681232   -0.008035880464272      0.6904826505672     0.07073632965013      0.9410100590909      0.0218343753608                    0                    0                    0                    0
        "BPMWC.6R3.B1"          3718.936716                    1      0.1836584091506    0.002729380456731     0.08199502954309      0.1643387549605     0.04703828820196    0.002779992623906     0.02806176630405    -0.03775099772015      0.7050893145819     0.06249005664848      0.8510170828202     0.02896413378482                    0                    0                    0                    0
          "BPM.8R3.B1"          3825.903227                    1      0.1202891059279    0.001972437192395      0.1195486657219    -0.01332612205572     0.02295262727451    0.002861432424947    -0.01313494772614     0.01882275875195       3.927745566289    0.009792307642152      0.3466745203281    0.009661453423501                    0                    0                    0                    0
          "BPM.9R3.B1"          3864.968238                    1      0.1066336325403    0.002067871516196     0.09208550304714    -0.05376794321249     0.02323715448974    0.001791235729449    0.003055899699168     0.02303533863021         3.6620772984     0.01798610952842       0.228815647624    0.001227393298685                    0                    0                    0                    0
         "BPM.10R3.B1"          3905.431248                    1      0.1076582808822    0.001389904257785     0.09380859990354    -0.05282283622296     0.02199091381839    0.002460327696613     0.02042405380544    0.008152197048682       3.672037687198    0.007755298819238     0.06039139078637     0.01504547647248                    0                    0                    0                    0
         "BPM.11R3.B1"          3958.211959                    1      0.1075177403464    0.001509021790611       0.092441362626     -0.0549059101103     0.01897247202842    0.002412092459005     0.01465054816804     -0.0120547141503       3.657322907961     0.02425276891373      0.8896706825318     0.02691340527073                    0                    0                    0                    0
         "BPM.12R3.B1"          4012.935475                    1       0.106021716749    0.001105626466255       0.101474541165    -0.03071680188055     0.02293698326773   0.0008442726363706   -0.009092171818651    -0.02105795842536       3.811339311764       0.016234395868      0.6845520177427     0.01071337443792                    0                    0                    0                    0
         "BPM.13R3.B1"          4066.383991                    1      0.1191489051556    0.001360059387886      0.1167778957106    -0.02365131440729     0.01981785635511    0.002715042439355    -0.01664861470914     0.01075039807536       3.871225392563    0.004290884783498       0.408401620237     0.01004290601187                    0                    0                    0                    0
         "BPM.14R3.B1"          4119.832506                    1      0.1352767330603    0.002088444348507       0.124651032931     -0.0525539198985     0.02947669441285    0.001861510440135     0.01230066171177     0.02678748280375       3.744484074836     0.02247810124812      0.1813348799255     0.01626930028316                    0                    0                    0                    0
         "BPM.16R3.B1"          4226.729538                    1      0.1073560190854      0.0012279204367      0.1072810834898    0.004010481159428     0.02203057672742   0.0009323447054996   -0.007069611532873    -0.02086544760404     0.02377805785505    0.005210836037249      0.6974184459548     0.02069323876776                    0                    0                    0                    0
         "BPM.17R3.B1"          4280.178054                    1       0.113378133556   0.0009212430295799       0.106688022518    -0.03837013187142     0.01952148421449    0.001676023972237    -0.01695358421152    0.009678033287778       3.778688926474    0.007225643995876      0.4170920141354     0.03466943740581                    0                    0                    0                    0
         "BPM.18R3.B1"           4333.62657                    1      0.1066061536185    0.001692249843833      0.1018589536959    -0.03145831434312     0.02430511568376    0.001296590649413    0.007030509908503     0.02326608215466       3.807767643771     0.02352746186447      0.2031237962248     0.01431011066243                    0                    0                    0                    0
         "BPM.19R3.B1"          4387.075086                    1      0.1085698736515    0.002483311389655     0.08828776552214    -0.06318771972317     0.02221599737938    0.003844650963339      0.0214677276949   -0.005717272704572       3.603089091108    0.003966184895277      0.9577667236256     0.02487158631337                    0                    0                    0                    0
         "BPM.20R3.B1"          4440.523602                    1      0.1086116816912    0.001551734587585      0.1031977753161    -0.03386320377022     0.02384669652651    0.001410429810402   -0.009833137967218    -0.02172497026339       3.796618860197     0.00495546366041       0.681778711067    0.006831941136297                    0                    0                    0                    0
         "BPM.21R3.B1"          4493.972118                    1      0.1146263805382   0.0009192020388466      0.1008126810965    -0.05455282252499     0.02048374670159    0.001925173458711    -0.01918718506593    0.007171876196697       3.682748064975    0.007622397343834      0.4426957132028     0.01894729231957                    0                    0                    0                    0
         "BPM.22R3.B1"          4547.420634                    1      0.1116935892747    0.001890696303496     0.09710311405275    -0.05519459327084     0.02479477824465     0.00157968158875    0.003476751392648     0.02454981115926       3.669472821943     0.01329687026172      0.2274173030556     0.00581279017825                    0                    0                    0                    0
         "BPM.23R3.B1"           4600.86915                    1      0.1112986461585    0.001480502602495     0.08801933349499    -0.06811743952774     0.02409726581802    0.002093126146183     0.02405345297161   -0.001452453113545       3.579269531655     0.01426815761706      0.9895656111242    0.006345670626383                    0                    0                    0                    0
         "BPM.24R3.B1"          4654.317666                    1      0.1087758597644     0.00121359636469     0.09194319011175     -0.0581260480298     0.02499141271744    0.001153053076488   -0.005170985418251    -0.02445059548186       3.639635371732     0.02392355710724      0.7162247889281      0.0183933738444                    0                    0                    0                    0
         "BPM.25R3.B1"          4707.766181                    1       0.113468731268   0.0009089485839381     0.09021686761744    -0.06881910906772     0.01954923779101    0.002891599304877    -0.01930313731628    0.003092181747262       3.583700302642    0.007939822678503      0.4743191432896    0.008899626868786                    0                    0                    0                    0
         "BPM.26R3.B1"          4761.214697                    1      0.1197783382744    0.001745526885058     0.09561354986889    -0.07214498874658     0.02418209225436    0.001427002262162    0.000553938521956     0.02417574689461       3.587040812396     0.01157252737846      0.2461460822433    0.004671946719012                    0                    0                    0                    0
         "BPM.27R3.B1"          4814.663213                    1      0.1105392554049    0.001549813683051     0.07324365559588    -0.08279066312342     0.02151472115536    0.002266236240645     0.02150879674519  -0.0005048652955199         3.4597032314    0.009069483247044      0.9954244040773     0.01656752850811                    0                    0                    0                    0
         "BPM.28R3.B1"          4868.111729                    1       0.108383203388    0.001266479924624     0.08382903586193    -0.06869942884118     0.02186698861021    0.001113816451614   -0.004085720939006    -0.02148190110972       3.561507217366    0.002403630643278      0.7194794999459    0.008236486826679                    0                    0                    0                    0
         "BPM.29R3.B1"          4921.560245                    1      0.1531685013374    0.001178226159752     0.06000522495285     -0.1409253801851     0.03309106351886    0.001013709705975    -0.02984208499232      0.0142992464179       3.254955963613     0.06235649748475      0.4285213502101     0.08839798587152                    0                    0                    0                    0
         "BPM.31R3.B1"          5028.457277                    1       0.106725714316    0.001915459608289      0.0649517593863    -0.08468557757301     0.02215555316198    0.002435338620973     0.02210381891901    0.001513183765744       3.415150238997    0.007008944736716     0.01086928231659     0.04241846075196                    0                    0                    0                    0
         "BPM.32R3.B1"          5081.905793                    1      0.1136889500593    0.001343025174338     0.08670982959102    -0.07352946904392     0.02047254505673   0.0009127294007232   0.0006301027789637    -0.02046284612628       3.550816862503    0.008937204161417      0.7542623507283    0.005122740544333                    0                    0                    0                    0
         "BPM.33R3.B1"          5135.354309                    1      0.1143662382474   0.0008073679712668     0.07426435248538    -0.08697380295693     0.02090757174074    0.001882399922209    -0.02075993377492    0.002480263243069       3.448533577942     0.01007747406037      0.4806690294507    0.007517598504062                    0                    0                    0                    0
         "BPM.34R3.B1"          5188.802825                    1      0.1020012691935    0.001677635439345     0.07883338017819    -0.06472678801525     0.02445973717034    0.001108027985206    0.002029390539697     0.02437540392444       3.560921461531     0.02001201850619      0.2365801739296     0.02144659384587                    0                    0                    0                    0
         "BPM.33L4.B1"           5242.25134                    1      0.1054972307254    0.001485842039385     0.05792778940775    -0.08817049906323     0.02101096795996    0.002242772100649     0.02100958738699  -0.0002408577235251       3.368696611122    0.004857431884985      0.9973333699708    0.006938578047959                    0                    0                    0                    0
         "BPM.32L4.B1"          5295.699856                    1      0.1074079396452    0.001244547627522      0.0779493267727     -0.0738943025849     0.02204007769859    0.001020985066136    0.002325702482466    -0.02191702837802       3.515581061485     0.01084806472235      0.7661786491075    0.007092629925988                    0                    0                    0                    0
         "BPM.31L4.B1"          5349.148372                    1     0.09850619045712   0.0008656297643105     0.04808221990285    -0.08597423851125     0.02486673203622    0.002313768196703    -0.02486542738243   0.0002547219070885       3.323291174406     0.01482869312028      0.4979492122092    0.001528919909312                    0                    0                    0                    0
         "BPM.30L4.B1"          5402.596888                    1     0.09762738507991    0.002014277855223     0.05586437323821    -0.08006421248125     0.02174485415334    0.001496931860863  -0.0001237630960303     0.02174450194523       3.386471569063     0.01518980111586      0.2506941705245     0.02273550967622                    0                    0                    0                    0
         "BPM.29L4.B1"          5456.045404                    1      0.1118120695528     0.00212177885953     0.05148776122848    -0.09925194880384     0.02116339286021    0.003099472625335     0.02082865355266    0.003749185049971        3.30331834999   9.872726387768e-05     0.02832066091148     0.02842880844443                    0                    0                    0                    0
         "BPM.28L4.B1"           5509.49392                    1     0.09636555558368    0.001662606317457     0.05681179077376    -0.07783791320449     0.01889348011149    0.001510807838874    0.005189408053589    -0.01816682786775       3.400016068357     0.04299826238189      0.7936136299323     0.01479974582492                    0                    0                    0                    0
         "BPM.27L4.B1"          5562.942436                    1     0.09068294939063    0.001082933663861       0.038072614184    -0.08230354402685      0.0201935582403    0.002777286549409     -0.0199487330585   -0.003134939196409       3.274510929299     0.05302056702518      0.5243655074348    0.001461863529384                    0                    0                    0                    0
         "BPM.26L4.B1"          5616.390952                    1      0.1137157848924    0.001585310585834     0.04503266632911     -0.1044190533236     0.02474213363814    0.001266489835302   -0.005701063760976     0.02407635871474       3.257899158248   0.0008150446976233      0.2867627401522     0.01013329893523                    0                    0                    0                    0
