@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.19_Qx0.313_Qy0.317_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/data_analysis/hole_in_one_dir/Beam1@Turn@2018_08_06@22_58_41_834.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/data_analysis/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.19_Qx0.313_Qy0.317_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/data_analysis"
@ Date %s "28. June 2021, 09:52:23"
@ DQMIN %le 0.00118890008019708
@ DQMINE %le 0.000264585751926
@ FILES %s ""
*                 NAME                    S                 DETC                DETCE                GAMMA               GAMMAE                  C11                  C12                  C21                  C22
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
           BPM.23L3.B1          2444.021283     0.02028147667496                    0       1.010297644371                    0     -0.1409930216336  -0.0003970355404833   0.0003970355404833      0.1409930216336
           BPM.22L3.B1          2497.469799     0.02155943968753                    0       1.010957215201                    0     -0.2044336048505   -0.002192261292208    0.002192261292208      0.2044336048505
           BPM.21L3.B1          2550.918315     0.02017471892383                    0       1.010242603924                    0     -0.1596136783275     0.07276486787068    -0.07276486787068      0.1596136783275
           BPM.20L3.B1          2604.366831     0.02055562754136                    0       1.010439027896                    0     -0.1106569944105     0.02628458094534    -0.02628458094534      0.1106569944105
           BPM.18L3.B1          2711.263863     0.02142167501812                    0       1.010886051204                    0     -0.1887923318865     0.02192768793036    -0.02192768793036      0.1887923318865
           BPM.16L3.B1          2818.160894     0.02204747591465                    0       1.011209437161                    0     -0.1230313914994    0.008097016827821   -0.008097016827821      0.1230313914994
           BPM.15L3.B1           2871.60941      0.0214865543233                    0       1.010919563517                    0     -0.1387174925234    -0.04945424112205     0.04945424112205      0.1387174925234
           BPM.14L3.B1          2925.057926      0.0225460092381                    0       1.011467279138                    0     -0.1926489242505    -0.05492635579489     0.05492635579489      0.1926489242505
           BPM.13L3.B1          2978.506442     0.02102163042553                    0        1.01067948851                    0      -0.185330708087     0.01750399471188    -0.01750399471188       0.185330708087
           BPM.12L3.B1          3031.954958     0.02148535718722                    0       1.010918945127                    0     -0.1130703334197  -7.503200569779e-05   7.503200569779e-05      0.1130703334197
           BPM.10L3.B1          3138.184185     0.02150893012075                    0       1.010931122132                    0     -0.1771052613502    -0.08790742659045     0.08790742659045      0.1771052613502
            BPM.9L3.B1          3177.249195     0.02095742491596                    0       1.010646347839                    0     -0.1876797118956     0.02126206067703    -0.02126206067703      0.1876797118956
            BPM.8L3.B1          3217.712206     0.01950161597357                    0       1.009895783352                    0    -0.09054267871192       0.122273890511      -0.122273890511     0.09054267871192
            BPM.7L3.B1          3256.776216     0.02024701373485                    0       1.010279875538                    0    0.004735750831867      0.1223016671834     -0.1223016671834   -0.004735750831867
            BPM.6L3.B1          3329.415216     0.03687612664442                    0       1.018964200208                    0       -0.13866660845      0.2063843419089     -0.2063843419089        0.13866660845
         BPMWG.A5L3.B1          3371.119716     0.05017888710636                    0       1.026074962729                    0     -0.3375712211405     -0.2029398478296      0.2029398478296      0.3375712211405
           BPMW.5L3.B1          3400.089716     0.02185234699577                    0       1.011108569953                    0     -0.1478469044959       0.117284059276      -0.117284059276      0.1478469044959
          BPMWE.4L3.B1          3475.217716      0.0204783567438                    0       1.010399172232                    0     -0.1860100185868      0.1160871276775     -0.1160871276775      0.1860100185868
           BPMW.4L3.B1          3502.762716     0.01802188014722                    0       1.009134594109                    0     -0.1004186548533      0.1614583465957     -0.1614583465957      0.1004186548533
           BPMW.4R3.B1          3547.727716     0.01885513188772                    0       1.009563014382                    0    -0.09801659217093     0.04727521512304    -0.04727521512304     0.09801659217093
          BPMWE.4R3.B1          3575.272716     0.02190683807502                    0        1.01113673477                    0     -0.1138927844969    -0.05932285588936     0.05932285588936      0.1138927844969
           BPMW.5R3.B1          3650.400716     0.02519199251509                    0       1.012839093801                    0      -0.110960848847     -0.2172419031888      0.2172419031888       0.110960848847
         BPMWJ.A5R3.B1          3679.118716     0.02290965610168                    0       1.011655482148                    0     -0.1625449059552     -0.1090322323106      0.1090322323106      0.1625449059552
          BPMWC.6R3.B1          3718.936716     0.02074912661329                    0       1.010538853876                    0      -0.194426105804    -0.05815466001619     0.05815466001619       0.194426105804
            BPM.8R3.B1          3825.903227     0.02190980112485                    0        1.01113826635                    0     0.03175612765819     -0.1309121688785      0.1309121688785    -0.03175612765819
            BPM.9R3.B1          3864.968238      0.0203366221064                    0       1.010326078891                    0      0.1036348885002     -0.1459288664659      0.1459288664659     -0.1036348885002
           BPM.10R3.B1          3905.431248     0.02058587475323                    0       1.010454630452                    0     0.08372488482347     -0.1768084671265      0.1768084671265    -0.08372488482347
           BPM.11R3.B1          3958.211959     0.02103583002621                    0       1.010686818295                    0     0.04236911016603     -0.1667768872914      0.1667768872914    -0.04236911016603
           BPM.12R3.B1          4012.935475     0.02028623098379                    0        1.01030009573                    0    -0.02264933331931     -0.1331431529047      0.1331431529047     0.02264933331931
           BPM.13R3.B1          4066.383991     0.02225384475633                    0        1.01131614743                    0     0.03234725202866     -0.1237235273029      0.1237235273029    -0.03234725202866
           BPM.14R3.B1          4119.832506     0.02169727949919                    0       1.011028433057                    0     0.07576567295213     -0.1670365551445      0.1670365551445    -0.07576567295213
           BPM.16R3.B1          4226.729538     0.02080367885245                    0       1.010567002669                    0    -0.07814129902419     -0.1335575556189      0.1335575556189     0.07814129902419
           BPM.17R3.B1          4280.178054     0.02151929434572                    0        1.01093647609                    0     0.04699407666916     -0.1183992243195      0.1183992243195    -0.04699407666916
           BPM.18R3.B1           4333.62657      0.0204363896592                    0        1.01037752792                    0     0.09003537870114     -0.1601498866034      0.1601498866034    -0.09003537870114
           BPM.19R3.B1          4387.075086     0.02061982623404                    0       1.010472144658                    0     0.05922227407041     -0.1779216936751      0.1779216936751    -0.05922227407041
           BPM.20R3.B1          4440.523602     0.02013000648848                    0       1.010219554477                    0    -0.03209553659351     -0.1322137502508      0.1322137502508     0.03209553659351
           BPM.21R3.B1          4493.972118     0.02145785619205                    0        1.01090473957                    0     0.06227035856563     -0.1093878777233      0.1093878777233    -0.06227035856563
           BPM.22R3.B1          4547.420634     0.02061384722049                    0       1.010469060259                    0      0.1141035506171     -0.1462034053686      0.1462034053686     -0.1141035506171
           BPM.23R3.B1           4600.86915     0.02085837352635                    0        1.01059522732                    0     0.08643040694973     -0.1744018086818      0.1744018086818    -0.08643040694973
           BPM.24R3.B1          4654.317666      0.0202591522164                    0       1.010286133941                    0     0.01318040841808      -0.131154277759       0.131154277759    -0.01318040841808
           BPM.25R3.B1          4707.766181      0.0219266329223                    0       1.011146966721                    0     0.08823840452251    -0.09444644718628     0.09444644718628    -0.08823840452251
           BPM.26R3.B1          4761.214697     0.02180003032916                    0        1.01108153124                    0      0.1293256659184     -0.1359761209131      0.1359761209131     -0.1293256659184
           BPM.27R3.B1          4814.663213     0.02110437427126                    0       1.010722202839                    0      0.1084207682965     -0.1514020052877      0.1514020052877     -0.1084207682965
           BPM.28R3.B1          4868.111729     0.02087136494448                    0       1.010601931761                    0     0.03295097924303     -0.1270854184616      0.1270854184616    -0.03295097924303
           BPM.29R3.B1          4921.560245     0.02121713890012                    0       1.010780423327                    0     0.09921494610146      -0.080779214261       0.080779214261    -0.09921494610146
           BPM.31R3.B1          5028.457277     0.02050067925048                    0       1.010410685519                    0      0.1223558713801     -0.1392246817963      0.1392246817963     -0.1223558713801
           BPM.32R3.B1          5081.905793     0.02169043177065                    0       1.011024894677                    0     0.04752875219758     -0.1315625629312      0.1315625629312    -0.04752875219758
           BPM.33R3.B1          5135.354309     0.02156258798753                    0       1.010958841669                    0      0.1062649302736    -0.07703867327385     0.07703867327385     -0.1062649302736
           BPM.34R3.B1          5188.802825     0.02006534579217                    0       1.010186224409                    0      0.1414186875227      -0.124904480197       0.124904480197     -0.1414186875227
           BPM.33L4.B1           5242.25134     0.02062356255862                    0       1.010474072134                    0      0.1186027737238     -0.1367360458725      0.1367360458725     -0.1186027737238
           BPM.32L4.B1          5295.699856     0.02078900341422                    0       1.010559429955                    0     0.05575966529072      -0.123989623379       0.123989623379    -0.05575966529072
           BPM.31L4.B1          5349.148372     0.01930843900785                    0       1.009796313642                    0      0.1160907663256    -0.04622049508823     0.04622049508823     -0.1160907663256
           BPM.30L4.B1          5402.596888     0.01968639783722                    0        1.00999095781                    0      0.1573720514561    -0.09693346545313     0.09693346545313     -0.1573720514561
           BPM.29L4.B1          5456.045404     0.02113250438116                    0       1.010736725501                    0       0.137884932653       -0.12408252779        0.12408252779      -0.137884932653
           BPM.28L4.B1           5509.49392      0.0201413933054                    0       1.010225424279                    0     0.08377588549328      -0.103049474707       0.103049474707    -0.08377588549328
           BPM.27L4.B1          5562.942436     0.01921111474577                    0       1.009746211056                    0      0.1062373237202    -0.05437288191983     0.05437288191983     -0.1062373237202
           BPM.26L4.B1          5616.390952     0.02102867067971                    0       1.010683122645                    0      0.1819421067022     -0.0693997247404      0.0693997247404     -0.1819421067022
           BPM.25L4.B1          5669.839468     0.02110785756016                    0       1.010724001114                    0      0.1541660774988    -0.09837573102883     0.09837573102883     -0.1541660774988
           BPM.23L4.B1            5776.7365     0.02147439998617                    0       1.010913285145                    0      0.1468518133255    -0.01520674687209     0.01520674687209     -0.1468518133255
           BPM.22L4.B1          5830.185015     0.01935101417301                    0       1.009818233706                    0      0.1757315862994    -0.07197220574796     0.07197220574796     -0.1757315862994
           BPM.21L4.B1          5883.633531     0.02030211517764                    0       1.010308285876                    0      0.1546329912356    -0.08467613668806     0.08467613668806     -0.1546329912356
           BPM.20L4.B1          5937.082047     0.02017917159473                    0       1.010244899381                    0     0.09356777749312    -0.06358459069865     0.06358459069865    -0.09356777749312
           BPM.19L4.B1          5990.530563     0.01820180963866                    0       1.009227059525                    0      0.1114048186654    -0.01119394498046     0.01119394498046     -0.1114048186654
           BPM.18L4.B1          6043.979079     0.02049179369699                    0       1.010406102567                    0      0.1837168442196    -0.06610208680511     0.06610208680511     -0.1837168442196
           BPM.17L4.B1          6097.427595     0.02064088286115                    0       1.010483007385                    0       0.165208607891    -0.06779775211866     0.06779775211866      -0.165208607891
           BPM.16L4.B1          6150.876111     0.02123832310363                    0       1.010791361875                    0      0.1027936457398    -0.06019877446374     0.06019877446374     -0.1027936457398
           BPM.15L4.B1          6204.324627     0.02105870677241                    0       1.010698627527                    0      0.1422075485901      0.0177119365255     -0.0177119365255     -0.1422075485901
           BPM.14L4.B1          6257.773143     0.02068331528595                    0       1.010504898557                    0       0.191871805282    -0.02330342939965     0.02330342939965      -0.191871805282
           BPM.13L4.B1          6311.221659     0.02074492916569                    0       1.010536688103                    0      0.1702734900759    -0.05781588186319     0.05781588186319     -0.1702734900759
           BPM.11L4.B1           6418.11869     0.02101920028085                    0       1.010678234094                    0      0.1387025547404     0.03716835392174    -0.03716835392174     -0.1387025547404
           BPM.10L4.B1          6469.957401     0.02010805626434                    0       1.010208239622                    0      0.1923714680972   -0.001129257529923    0.001129257529923     -0.1923714680972
            BPM.9L4.B1          6509.022412     0.02101822439038                    0        1.01067773035                    0      0.1743157425502      0.0438226119991     -0.0438226119991     -0.1743157425502
            BPM.7L4.B1          6588.549433     0.02019860221445                    0       1.010254916506                    0    -0.01845181386576      0.1628713094311     -0.1628713094311     0.01845181386576
          BPMYB.6L4.B1          6685.153433     0.02406904064286                    0       1.012256216031                    0    -0.07535831435337      0.2638278407166     -0.2638278407166     0.07535831435337
          BPMYA.5L4.B1          6722.153433     0.02172116768024                    0       1.011040776921                    0    -0.03831331954969      0.2012968437396     -0.2012968437396     0.03831331954969
         BPMWI.A5L4.B1          6798.755933     0.01651000930271                    0       1.008358649272                    0     0.01571534400214      0.1439342357893     -0.1439342357893    -0.01571534400214
         BPMWA.B5L4.B1          6824.619933     0.02287897214936                    0       1.011639597815                    0    0.001004535654139      0.1773298519232     -0.1773298519232   -0.001004535654139
         BPMWA.A5R4.B1          6881.553933     0.02212848897462                    0       1.011251323786                    0     0.04216297623637      0.2669924923612     -0.2669924923612    -0.04216297623637
         BPMWA.B5R4.B1          6890.438933     0.01943420012308                    0       1.009861066583                    0     0.01585686881853       0.141729439795      -0.141729439795    -0.01585686881853
          BPMYB.5R4.B1          6992.829433     0.01605490549946                    0       1.008125424402                    0    -0.01132803900408     0.08960908775682    -0.08960908775682     0.01132803900408
          BPMYA.6R4.B1          7024.393433     0.02147788437251                    0       1.010915085007                    0    -0.05350605254233       0.098386537969      -0.098386537969     0.05350605254233
            BPM.8R4.B1          7158.698443     0.02120901918522                    0       1.010776230774                    0    0.004117892011703      0.1951288159313     -0.1951288159313   -0.004117892011703
           BPM.10R4.B1          7238.226465     0.02044964003537                    0       1.010384361584                    0     -0.1348307082869    0.006292729111984   -0.006292729111984      0.1348307082869
           BPM.11R4.B1          7290.065175     0.02190693302492                    0       1.011136783849                    0     -0.1557858998218     0.08718040942709    -0.08718040942709      0.1557858998218
           BPM.12R4.B1          7344.788691     0.02086785860608                    0       1.010600122243                    0      -0.106402880274      0.1515450385114     -0.1515450385114       0.106402880274
           BPM.13R4.B1          7398.237207     0.02134040386964                    0       1.010844076663                    0    -0.09893277562518     0.05376644508917    -0.05376644508917     0.09893277562518
           BPM.14R4.B1          7451.685723     0.02212399955997                    0       1.011249002463                    0     -0.1427241328228     0.01111441904966    -0.01111441904966      0.1427241328228
           BPM.15R4.B1          7505.134239     0.02174624724067                    0         1.0110537369                    0     -0.1273731657053      0.1268998536764     -0.1268998536764      0.1273731657053
           BPM.17R4.B1          7612.031271     0.02114165738729                    0       1.010741451035                    0    -0.09486753347524     0.04728768213872    -0.04728768213872     0.09486753347524
           BPM.18R4.B1          7665.479786     0.02247245895584                    0       1.011429226449                    0     -0.1522064023363    0.002504895124651   -0.002504895124651      0.1522064023363
           BPM.19R4.B1          7718.928302     0.02198856215162                    0       1.011178979925                    0      -0.143119835019      0.1134582646003     -0.1134582646003       0.143119835019
           BPM.20R4.B1          7772.376818     0.02139870852497                    0       1.010874189048                    0    -0.09245503650289      0.1643341709735     -0.1643341709735     0.09245503650289
           BPM.21R4.B1          7825.825334      0.0219358520818                    0       1.011151732207                    0     -0.1077136475782     0.03947097401035    -0.03947097401035      0.1077136475782
           BPM.22R4.B1           7879.27385     0.02227811014465                    0       1.011328696923                    0     -0.1470532543309    -0.01879566047213     0.01879566047213      0.1470532543309
           BPM.23R4.B1          7932.722366     0.02144281114789                    0        1.01089696835                    0     -0.1407179097936      0.1180382420864     -0.1180382420864      0.1407179097936
           BPM.24R4.B1          7986.170882     0.02032391741221                    0       1.010319527784                    0    -0.08181692847718      0.1679103438788     -0.1679103438788     0.08181692847718
           BPM.26R4.B1          8093.067914     0.01943077549407                    0       1.009859303116                    0     -0.1311552333602      -0.015329995239       0.015329995239      0.1311552333602
           BPM.27R4.B1           8146.51643     0.02100115633912                    0       1.010668920138                    0     -0.1327792566378      0.1173283325035     -0.1173283325035      0.1327792566378
           BPM.28R4.B1          8199.964946     0.02102967093522                    0       1.010683638974                    0     -0.0890876091867      0.1675788280093     -0.1675788280093      0.0890876091867
           BPM.29R4.B1          8253.413461     0.02100724305288                    0       1.010672061961                    0    -0.09884998654665     0.04397852021403    -0.04397852021403     0.09884998654665
           BPM.31R4.B1          8360.310493     0.02210342475099                    0       1.011238364138                    0     -0.1456775379663      0.1194513806945     -0.1194513806945      0.1456775379663
           BPM.32R4.B1          8413.759009     0.02426752227844                    0       1.012359166408                    0    -0.09489827179993      0.1814128395254     -0.1814128395254     0.09489827179993
           BPM.33R4.B1          8467.207525     0.02325726680685                    0       1.011835483995                    0    -0.09395925005105     0.05439447975838    -0.05439447975838     0.09395925005105
           BPM.32L5.B1          8627.553073     0.02103047753738                    0        1.01068405534                    0    -0.06737014541579      0.1786346833901     -0.1786346833901     0.06737014541579
           BPM.31L5.B1          8681.001589     0.02140061724132                    0       1.010875174881                    0    -0.09653896890075     0.06360978274021    -0.06360978274021     0.09653896890075
           BPM.30L5.B1          8734.450105     0.02104972083612                    0       1.010693988837                    0     -0.1428341075644   -0.003304816347546    0.003304816347546      0.1428341075644
           BPM.28L5.B1          8841.347136     0.02116268796355                    0          1.010752309                    0    -0.07185281218947       0.185002958535      -0.185002958535     0.07185281218947
           BPM.27L5.B1          8894.795652     0.02195825926961                    0       1.011163315014                    0    -0.08622735318765     0.07038742959829    -0.07038742959829     0.08622735318765
           BPM.24L5.B1            9055.1412     0.02162815004296                    0       1.010992713979                    0    -0.08246699355553      0.1801283926381     -0.1801283926381     0.08246699355553
           BPM.23L5.B1          9108.589716     0.02092931112447                    0       1.010631837495                    0    -0.09093452351024     0.06259581253786    -0.06259581253786     0.09093452351024
           BPM.22L5.B1          9162.038232     0.02198125860951                    0       1.011175204332                    0     -0.1364157252715     0.01303359900653    -0.01303359900653      0.1364157252715
           BPM.21L5.B1          9215.486748     0.02254966744829                    0       1.011469171897                    0     -0.1275160808335      0.1293593667342     -0.1293593667342      0.1275160808335
           BPM.20L5.B1          9268.935264     0.02096438191113                    0       1.010649938643                    0    -0.08058716939377      0.1696936100259     -0.1696936100259     0.08058716939377
           BPM.19L5.B1          9322.383779     0.02168209751436                    0       1.011020588225                    0    -0.09123321968087      0.0815249797063     -0.0815249797063     0.09123321968087
           BPM.18L5.B1          9375.832295     0.02069348188439                    0       1.010510143784                    0     -0.1420705638586    -0.01642203325051     0.01642203325051      0.1420705638586
           BPM.16L5.B1          9482.729327     0.02189675406631                    0       1.011131522469                    0    -0.05010205461666      0.1911847681963     -0.1911847681963     0.05010205461666
           BPM.15L5.B1          9536.177843     0.02099661503963                    0       1.010666576042                    0    -0.09565410017464     0.07576093431135    -0.07576093431135     0.09565410017464
           BPM.13L5.B1          9643.074875     0.02144151231419                    0       1.010896297472                    0     -0.1494730059079      0.1014663688219     -0.1014663688219      0.1494730059079
           BPM.12L5.B1          9696.523391     0.02046619942187                    0       1.010392902012                    0    -0.09912568412368      0.1613394362214     -0.1613394362214     0.09912568412368
           BPM.11L5.B1          9749.971907     0.02163634585141                    0       1.010996948542                    0    -0.09675139390697     0.06414848048887    -0.06414848048887     0.09675139390697
           BPM.10L5.B1          9802.752617     0.01935793918934                    0       1.009821799225                    0     -0.1339560222019    -0.04794759240456     0.04794759240456      0.1339560222019
            BPM.9L5.B1          9841.817628     0.02133152935271                    0       1.010839493511                    0     -0.1633628318404    -0.07526567181685     0.07526567181685      0.1633628318404
            BPM.8L5.B1          9882.280639     0.02089145507136                    0       1.010612299875                    0     -0.1654732729634    -0.02128322887793     0.02128322887793      0.1654732729634
           BPMR.7L5.B1          9921.346649     0.01939159158699                    0       1.009839126546                    0     -0.1052412364145     0.02121346019891    -0.02121346019891      0.1052412364145
            BPM.6L5.B1          9958.240649     0.02533944037478                    0       1.012915702682                    0     -0.2266432656623    -0.05604754970515     0.05604754970515      0.2266432656623
           BPMR.5L5.B1          9990.140649     0.01862088181517                    0        1.00944251848                    0     0.09565466945892     0.04033867492065    -0.04033867492065    -0.09565466945892
          BPMYA.4L5.B1          10017.54665     0.02117027679235                    0       1.010756227154                    0      0.1197391707126     0.05305421729734    -0.05305421729734     -0.1197391707126
          BPMWB.4L5.B1          10038.68115    0.002413645043747                    0       1.001209011556                    0      0.1996202899517      0.1265564070023     -0.1265564070023     -0.1996202899517
          BPMSY.4L5.B1          10131.46115     0.01798576229704                    0       1.009116036279                    0      0.1179029487638     0.03628355720804    -0.03628355720804     -0.1179029487638
           BPMS.2L5.B1          10158.24665     0.02191175449673                    0       1.011139276038                    0      0.1060888701591     0.05814760289878    -0.05814760289878     -0.1060888701591
          BPMSW.1L5.B1          10168.21165     0.01138818966956                    0       1.005743195101                    0      0.1104226332462    -0.06547036446116     0.06547036446116     -0.1104226332462
          BPMSW.1R5.B1          10211.33965     0.01888491337051                    0       1.009578336772                    0     0.09116868762244     0.07414875368891    -0.07414875368891    -0.09116868762244
           BPMS.2R5.B1          10221.30465    0.008567542501801                    0       1.004311495305                    0     0.07985569566139    -0.01462080656734     0.01462080656734    -0.07985569566139
          BPMSY.4R5.B1          10248.09015    0.005666710059233                    0       1.002845454029                    0     0.04849851688894    -0.07421047760495     0.07421047760495    -0.04849851688894
